sample_id,accident_class,split,window_s,sample_count,first_sample_s,last_sample_s,sample_points_s
SLBOC_11,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_12,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_13,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_14,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_15,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_16,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_17,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_18,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_19,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_2,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_20,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_21,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_22,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_23,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_24,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_25,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_26,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_27,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_28,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_29,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_3,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_30,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_31,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_32,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_33,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_34,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_35,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_36,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_37,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_38,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_39,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_4,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_40,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_41,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_42,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_43,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_44,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_45,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_46,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_47,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_48,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_49,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_5,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_50,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_51,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_52,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_53,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_54,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_55,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_56,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_57,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_58,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_59,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_6,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_60,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_61,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_62,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_63,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_64,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_65,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_66,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_67,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_68,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_69,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_7,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_70,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_71,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_72,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_73,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_74,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_75,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_76,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_77,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_78,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_79,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_8,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_80,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_81,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_82,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_83,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_84,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_85,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_86,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_87,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_88,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_89,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_9,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_90,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_91,SLBOC,test,30,3,10.0,30.0,"10,20,30"
SLBOC_92,SLBOC,validation,30,3,10.0,30.0,"10,20,30"
SLBOC_93,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_94,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_95,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_96,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_97,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_98,SLBOC,train,30,3,10.0,30.0,"10,20,30"
SLBOC_99,SLBOC,train,30,3,10.0,30.0,"10,20,30"
FLB_1,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_10,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_100,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_11,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_12,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_13,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_14,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_15,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_16,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_17,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_18,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_19,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_2,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_20,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_21,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_22,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_23,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_24,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_25,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_26,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_27,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_28,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_29,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_3,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_30,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_31,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_32,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_33,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_34,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_35,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_36,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_37,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_38,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_39,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_4,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_40,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_41,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_42,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_43,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_44,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_45,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_46,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_47,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_48,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_49,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_5,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_50,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_51,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_52,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_53,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_54,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_55,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_56,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_57,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_58,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_59,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_6,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_60,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_61,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_62,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_63,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_64,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_65,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_66,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_67,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_68,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_69,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_7,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_70,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_71,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_72,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_73,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_74,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_75,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_76,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_77,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_78,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_79,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_8,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_80,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_81,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_82,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_83,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_84,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_85,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_86,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_87,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_88,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_89,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_9,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_90,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_91,FLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_92,FLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_93,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_94,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_95,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_96,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_97,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_98,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
FLB_99,FLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_1,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_10,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_100,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_101,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_11,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_12,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_13,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_14,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_15,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_16,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_17,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_18,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_19,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_2,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_20,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_21,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_22,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_23,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_24,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_25,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_26,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_27,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_28,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_29,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_3,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_30,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_31,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_32,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_33,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_34,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_35,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_36,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_37,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_38,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_39,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_4,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_40,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_41,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_42,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_43,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_44,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_45,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_46,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_47,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_48,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_49,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_5,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_50,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_51,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_52,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_53,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_54,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_55,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_56,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_57,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_58,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_59,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_6,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_60,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_61,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_62,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_63,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_64,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_65,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_66,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_67,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_68,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_69,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_7,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_70,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_71,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_72,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_73,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_74,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_75,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_76,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_77,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_78,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_79,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_8,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_80,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_81,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_82,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_83,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_84,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_85,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_86,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_87,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_88,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_89,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_9,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_90,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_91,LLB,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_92,LLB,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_93,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_94,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_95,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_96,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_97,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_98,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LLB_99,LLB,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_1,LOCAC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_10,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_100,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_11,LOCAC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_12,LOCAC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_13,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_14,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_15,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_16,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_17,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_18,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_19,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_2,LOCAC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_20,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_21,LOCAC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_22,LOCAC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_23,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_24,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_25,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_26,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_27,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_28,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_29,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_3,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_30,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_31,LOCAC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_32,LOCAC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_33,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_34,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_35,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_36,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_37,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_38,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_39,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_4,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_40,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_41,LOCAC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_42,LOCAC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_43,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_44,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_45,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_46,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_47,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_48,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_49,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_5,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_50,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_51,LOCAC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_52,LOCAC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_53,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_54,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_55,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_56,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_57,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_58,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_59,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_6,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_60,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_61,LOCAC,test,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_62,LOCAC,validation,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_63,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_64,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_65,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_66,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_67,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
LOCAC_68,LOCAC,train,60,6,10.0,60.0,"10,20,30,40,50,60"
