sample_id,accident_class,operation_csv,transient_report,report_exists,report_line_count,injection_s,injection_event,scram_s,scram_event,hpi_pump_1_s,hpi_pump_1_event,hpi_pump_2_s,hpi_pump_2_event,hpsi_start_s,hpsi_start_event,first_protection_s,first_protection_event,event_parse_ok
LOCA_54,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/54.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/54Transient Report.txt,True,18,0.5,Malfunction # 1 Fraction = 54.0 %,126.0,Reactor Scram,133.0,HPI Pump #1 Position Change: 100%,133.0,HPI Pump #2 Position Change: 100%,133.0,HPSI start low RX Press 118.1 bar,126.0,Reactor Scram,True
LOCA_55,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/55.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/55Transient Report.txt,True,18,0.5,Malfunction # 1 Fraction = 55.0 %,125.5,Reactor Scram,132.5,HPI Pump #1 Position Change: 100%,132.5,HPI Pump #2 Position Change: 100%,132.5,HPSI start low RX Press 118.1 bar,125.5,Reactor Scram,True
LOCA_56,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/56.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/56Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 56.0 %,125.0,Reactor Scram,132.0,HPI Pump #1 Position Change: 100%,132.0,HPI Pump #2 Position Change: 100%,132.0,HPSI start low RX Press 118.1 bar,125.0,Reactor Scram,True
LOCA_57,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/57.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/57Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 57.0 %,125.0,Reactor Scram,131.5,HPI Pump #1 Position Change: 100%,131.5,HPI Pump #2 Position Change: 100%,131.5,HPSI start low RX Press 118.1 bar,125.0,Reactor Scram,True
LOCA_58,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/58.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/58Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 58.0 %,124.5,Reactor Scram,131.0,HPI Pump #1 Position Change: 100%,131.0,HPI Pump #2 Position Change: 100%,131.0,HPSI start low RX Press 118.1 bar,124.5,Reactor Scram,True
LOCA_59,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/59.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/59Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 59.0 %,124.0,Reactor Scram,130.5,HPI Pump #1 Position Change: 100%,130.5,HPI Pump #2 Position Change: 100%,130.5,HPSI start low RX Press 118.1 bar,124.0,Reactor Scram,True
LOCA_60,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/60.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/60Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 60.0 %,124.0,Reactor Scram,130.5,HPI Pump #1 Position Change: 100%,130.5,HPI Pump #2 Position Change: 100%,130.5,HPSI start low RX Press 118.1 bar,124.0,Reactor Scram,True
LOCA_61,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/61.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/61Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 61.0 %,123.5,Reactor Scram,130.0,HPI Pump #1 Position Change: 100%,130.0,HPI Pump #2 Position Change: 100%,130.0,HPSI start low RX Press 118.1 bar,123.5,Reactor Scram,True
LOCA_62,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/62.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/62Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 62.0 %,123.5,Reactor Scram,130.0,HPI Pump #1 Position Change: 100%,130.0,HPI Pump #2 Position Change: 100%,130.0,HPSI start low RX Press 118.1 bar,123.5,Reactor Scram,True
LOCA_63,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/63.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/63Transient Report.txt,True,17,0.5,Malfunction # 1 Fraction = 63.0 %,123.0,Reactor Scram,129.5,HPI Pump #1 Position Change: 100%,129.5,HPI Pump #2 Position Change: 100%,129.5,HPSI start low RX Press 118.1 bar,123.0,Reactor Scram,True
LOCA_64,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/64.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/64Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 64.0 %,123.0,Reactor Scram,129.5,HPI Pump #1 Position Change: 100%,129.5,HPI Pump #2 Position Change: 100%,129.5,HPSI start low RX Press 118.1 bar,123.0,Reactor Scram,True
LOCA_65,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/65.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/65Transient Report.txt,True,17,0.5,Malfunction # 1 Fraction = 65.0 %,122.5,Reactor Scram,129.0,HPI Pump #1 Position Change: 100%,129.0,HPI Pump #2 Position Change: 100%,129.0,HPSI start low RX Press 118.1 bar,122.5,Reactor Scram,True
LOCA_66,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/66.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/66Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 66.0 %,122.5,Reactor Scram,128.5,HPI Pump #1 Position Change: 100%,128.5,HPI Pump #2 Position Change: 100%,128.5,HPSI start low RX Press 118.1 bar,122.5,Reactor Scram,True
LOCA_67,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/67.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/67Transient Report.txt,True,17,0.5,Malfunction # 1 Fraction = 67.0 %,122.0,Reactor Scram,128.5,HPI Pump #1 Position Change: 100%,128.5,HPI Pump #2 Position Change: 100%,128.5,HPSI start low RX Press 118.1 bar,122.0,Reactor Scram,True
LOCA_68,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/68.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/68Transient Report.txt,True,17,0.5,Malfunction # 1 Fraction = 68.0 %,122.0,Reactor Scram,128.0,HPI Pump #1 Position Change: 100%,128.0,HPI Pump #2 Position Change: 100%,128.0,HPSI start low RX Press 118.1 bar,122.0,Reactor Scram,True
LOCA_69,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/69.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/69Transient Report.txt,True,17,0.5,Malfunction # 1 Fraction = 69.0 %,122.0,Reactor Scram,128.0,HPI Pump #1 Position Change: 100%,128.0,HPI Pump #2 Position Change: 100%,128.0,HPSI start low RX Press 118.1 bar,122.0,Reactor Scram,True
LOCA_70,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/70.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/70Transient Report.txt,True,18,0.5,Malfunction # 1 Fraction = 70.0 %,121.5,Reactor Scram,127.5,HPI Pump #1 Position Change: 100%,127.5,HPI Pump #2 Position Change: 100%,127.5,HPSI start low RX Press 118.1 bar,121.5,Reactor Scram,True
LOCA_71,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/71.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/71Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 71.0 %,121.5,Reactor Scram,127.5,HPI Pump #1 Position Change: 100%,127.5,HPI Pump #2 Position Change: 100%,127.5,HPSI start low RX Press 118.1 bar,121.5,Reactor Scram,True
LOCA_72,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/72.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/72Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 72.0 %,121.0,Reactor Scram,127.0,HPI Pump #1 Position Change: 100%,127.0,HPI Pump #2 Position Change: 100%,127.0,HPSI start low RX Press 118.1 bar,121.0,Reactor Scram,True
LOCA_73,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/73.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/73Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 73.0 %,121.0,Reactor Scram,127.0,HPI Pump #1 Position Change: 100%,127.0,HPI Pump #2 Position Change: 100%,127.0,HPSI start low RX Press 118.1 bar,121.0,Reactor Scram,True
LOCA_74,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/74.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/74Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 74.0 %,121.0,Reactor Scram,126.5,HPI Pump #1 Position Change: 100%,126.5,HPI Pump #2 Position Change: 100%,126.5,HPSI start low RX Press 118.1 bar,121.0,Reactor Scram,True
LOCA_75,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/75.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/75Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 75.0 %,120.5,Reactor Scram,126.5,HPI Pump #1 Position Change: 100%,126.5,HPI Pump #2 Position Change: 100%,126.5,HPSI start low RX Press 118.1 bar,120.5,Reactor Scram,True
LOCA_76,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/76.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/76Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 76.0 %,120.5,Reactor Scram,126.0,HPI Pump #1 Position Change: 100%,126.0,HPI Pump #2 Position Change: 100%,126.0,HPSI start low RX Press 118.1 bar,120.5,Reactor Scram,True
LOCA_77,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/77.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/77Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 77.0 %,120.5,Reactor Scram,126.0,HPI Pump #1 Position Change: 100%,126.0,HPI Pump #2 Position Change: 100%,126.0,HPSI start low RX Press 118.1 bar,120.5,Reactor Scram,True
LOCA_78,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/78.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/78Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 78.0 %,120.0,Reactor Scram,125.5,HPI Pump #1 Position Change: 100%,125.5,HPI Pump #2 Position Change: 100%,125.5,HPSI start low RX Press 118.1 bar,120.0,Reactor Scram,True
LOCA_79,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/79.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/79Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 79.0 %,120.0,Reactor Scram,125.5,HPI Pump #1 Position Change: 100%,125.5,HPI Pump #2 Position Change: 100%,125.5,HPSI start low RX Press 118.1 bar,120.0,Reactor Scram,True
LOCA_80,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/80.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/80Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 80.0 %,120.0,Reactor Scram,125.5,HPI Pump #1 Position Change: 100%,125.5,HPI Pump #2 Position Change: 100%,125.5,HPSI start low RX Press 118.1 bar,120.0,Reactor Scram,True
LOCA_81,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/81.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/81Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 81.0 %,119.5,Reactor Scram,125.0,HPI Pump #1 Position Change: 100%,125.0,HPI Pump #2 Position Change: 100%,125.0,HPSI start low RX Press 118.1 bar,119.5,Reactor Scram,True
LOCA_82,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/82.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/82Transient Report.txt,True,18,0.5,Malfunction # 1 Fraction = 82.0 %,119.5,Reactor Scram,125.0,HPI Pump #1 Position Change: 100%,125.0,HPI Pump #2 Position Change: 100%,125.0,HPSI start low RX Press 118.1 bar,119.5,Reactor Scram,True
LOCA_83,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/83.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/83Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 83.0 %,119.5,Reactor Scram,125.0,HPI Pump #1 Position Change: 100%,125.0,HPI Pump #2 Position Change: 100%,125.0,HPSI start low RX Press 118.1 bar,119.5,Reactor Scram,True
LOCA_84,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/84.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/84Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 84.0 %,119.5,Reactor Scram,124.5,HPI Pump #1 Position Change: 100%,124.5,HPI Pump #2 Position Change: 100%,124.5,HPSI start low RX Press 118.1 bar,119.5,Reactor Scram,True
LOCA_85,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/85.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/85Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 85.0 %,119.0,Reactor Scram,124.5,HPI Pump #1 Position Change: 100%,124.5,HPI Pump #2 Position Change: 100%,124.5,HPSI start low RX Press 118.1 bar,119.0,Reactor Scram,True
LOCA_86,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/86.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/86Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 86.0 %,119.0,Reactor Scram,124.5,HPI Pump #1 Position Change: 100%,124.5,HPI Pump #2 Position Change: 100%,124.5,HPSI start low RX Press 118.1 bar,119.0,Reactor Scram,True
LOCA_87,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/87.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/87Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 87.0 %,119.0,Reactor Scram,124.0,HPI Pump #1 Position Change: 100%,124.0,HPI Pump #2 Position Change: 100%,124.0,HPSI start low RX Press 118.1 bar,119.0,Reactor Scram,True
LOCA_88,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/88.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/88Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 88.0 %,119.0,Reactor Scram,124.0,HPI Pump #1 Position Change: 100%,124.0,HPI Pump #2 Position Change: 100%,124.0,HPSI start low RX Press 118.1 bar,119.0,Reactor Scram,True
LOCA_89,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/89.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/89Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 89.0 %,118.5,Reactor Scram,123.5,HPI Pump #1 Position Change: 100%,123.5,HPI Pump #2 Position Change: 100%,123.5,HPSI start low RX Press 118.1 bar,118.5,Reactor Scram,True
LOCA_90,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/90.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/90Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 90.0 %,118.5,Reactor Scram,123.5,HPI Pump #1 Position Change: 100%,123.5,HPI Pump #2 Position Change: 100%,123.5,HPSI start low RX Press 118.1 bar,118.5,Reactor Scram,True
LOCA_91,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/91.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/91Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 91.0 %,118.5,Reactor Scram,123.5,HPI Pump #1 Position Change: 100%,123.5,HPI Pump #2 Position Change: 100%,123.5,HPSI start low RX Press 118.1 bar,118.5,Reactor Scram,True
LOCA_92,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/92.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/92Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 92.0 %,118.5,Reactor Scram,123.5,HPI Pump #1 Position Change: 100%,123.5,HPI Pump #2 Position Change: 100%,123.5,HPSI start low RX Press 118.1 bar,118.5,Reactor Scram,True
LOCA_93,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/93.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/93Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 93.0 %,118.0,Reactor Scram,123.0,HPI Pump #1 Position Change: 100%,123.0,HPI Pump #2 Position Change: 100%,123.0,HPSI start low RX Press 118.1 bar,118.0,Reactor Scram,True
LOCA_94,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/94.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/94Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 94.0 %,118.0,Reactor Scram,123.0,HPI Pump #1 Position Change: 100%,123.0,HPI Pump #2 Position Change: 100%,123.0,HPSI start low RX Press 118.1 bar,118.0,Reactor Scram,True
LOCA_95,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/95.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/95Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 95.0 %,118.0,Reactor Scram,123.0,HPI Pump #1 Position Change: 100%,123.0,HPI Pump #2 Position Change: 100%,123.0,HPSI start low RX Press 118.1 bar,118.0,Reactor Scram,True
LOCA_96,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/96.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/96Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 96.0 %,118.0,Reactor Scram,123.0,HPI Pump #1 Position Change: 100%,123.0,HPI Pump #2 Position Change: 100%,123.0,HPSI start low RX Press 118.1 bar,118.0,Reactor Scram,True
LOCA_97,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/97.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/97Transient Report.txt,True,18,0.5,Malfunction # 1 Fraction = 97.0 %,118.0,Reactor Scram,122.5,HPI Pump #1 Position Change: 100%,122.5,HPI Pump #2 Position Change: 100%,122.5,HPSI start low RX Press 118.1 bar,118.0,Reactor Scram,True
LOCA_98,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/98.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/98Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 98.0 %,117.5,Reactor Scram,122.5,HPI Pump #1 Position Change: 100%,122.5,HPI Pump #2 Position Change: 100%,122.5,HPSI start low RX Press 118.1 bar,117.5,Reactor Scram,True
LOCA_99,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/99.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/99Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 99.0 %,117.5,Reactor Scram,122.5,HPI Pump #1 Position Change: 100%,122.5,HPI Pump #2 Position Change: 100%,122.5,HPSI start low RX Press 118.1 bar,117.5,Reactor Scram,True
LOCA_100,LOCA,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/100.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCA/100Transient Report.txt,True,19,0.5,Malfunction # 1 Fraction = 100.0 %,117.5,Reactor Scram,122.0,HPI Pump #1 Position Change: 100%,122.0,HPI Pump #2 Position Change: 100%,122.0,HPSI start low RX Press 118.1 bar,117.5,Reactor Scram,True
LOCAC_1,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/1.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/1Transient Report.txt,True,11,0.5,Malfunction # 2 Fraction = 01.0 %,2522.5,Reactor Scram,2521.5,HPI Pump #1 Position Change: 100%,2521.5,HPI Pump #2 Position Change: 100%,2521.5,HPSI start high RB Press 1.30 bar,2521.5,HPI Pump #1 Position Change: 100%,True
LOCAC_2,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/2.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/2Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 02.0 %,1300.0,Reactor Scram,1299.0,HPI Pump #1 Position Change: 100%,1299.0,HPI Pump #2 Position Change: 100%,1299.0,HPSI start high RB Press 1.30 bar,1299.0,HPI Pump #1 Position Change: 100%,True
LOCAC_3,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/3.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/3Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 03.0 %,917.0,Reactor Scram,923.0,HPI Pump #1 Position Change: 100%,923.0,HPI Pump #2 Position Change: 100%,,,917.0,Reactor Scram,True
LOCAC_4,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/4.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/4Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 04.0 %,569.5,Reactor Scram,577.5,HPI Pump #1 Position Change: 100%,577.5,HPI Pump #2 Position Change: 100%,,,569.5,Reactor Scram,True
LOCAC_5,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/5.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/5Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 05.0 %,418.0,Reactor Scram,427.5,HPI Pump #1 Position Change: 100%,427.5,HPI Pump #2 Position Change: 100%,,,418.0,Reactor Scram,True
LOCAC_6,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/6.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/6Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 06.0 %,340.5,Reactor Scram,351.0,HPI Pump #1 Position Change: 100%,351.0,HPI Pump #2 Position Change: 100%,,,340.5,Reactor Scram,True
LOCAC_7,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/7.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/7Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 07.0 %,294.0,Reactor Scram,305.0,HPI Pump #1 Position Change: 100%,305.0,HPI Pump #2 Position Change: 100%,,,294.0,Reactor Scram,True
LOCAC_8,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/8.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/8Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 08.0 %,263.0,Reactor Scram,274.5,HPI Pump #1 Position Change: 100%,274.5,HPI Pump #2 Position Change: 100%,274.5,HPSI start low RX Press 118.1 bar,263.0,Reactor Scram,True
LOCAC_9,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/9.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/9Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 09.0 %,241.0,Reactor Scram,252.5,HPI Pump #1 Position Change: 100%,252.5,HPI Pump #2 Position Change: 100%,252.5,HPSI start low RX Press 118.1 bar,241.0,Reactor Scram,True
LOCAC_10,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/10.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/10Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 10.0 %,224.0,Reactor Scram,235.5,HPI Pump #1 Position Change: 100%,235.5,HPI Pump #2 Position Change: 100%,235.5,HPSI start low RX Press 118.1 bar,224.0,Reactor Scram,True
LOCAC_11,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/11.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/11Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 11.0 %,211.5,Reactor Scram,222.5,HPI Pump #1 Position Change: 100%,222.5,HPI Pump #2 Position Change: 100%,222.5,HPSI start low RX Press 118.1 bar,211.5,Reactor Scram,True
LOCAC_12,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/12.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/12Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 12.0 %,201.0,Reactor Scram,212.0,HPI Pump #1 Position Change: 100%,212.0,HPI Pump #2 Position Change: 100%,212.0,HPSI start low RX Press 118.1 bar,201.0,Reactor Scram,True
LOCAC_13,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/13.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/13Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 13.0 %,192.5,Reactor Scram,203.5,HPI Pump #1 Position Change: 100%,203.5,HPI Pump #2 Position Change: 100%,203.5,HPSI start low RX Press 118.1 bar,192.5,Reactor Scram,True
LOCAC_14,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/14.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/14Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 14.0 %,185.5,Reactor Scram,196.5,HPI Pump #1 Position Change: 100%,196.5,HPI Pump #2 Position Change: 100%,196.5,HPSI start low RX Press 118.1 bar,185.5,Reactor Scram,True
LOCAC_15,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/15.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/15Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 15.0 %,179.5,Reactor Scram,190.0,HPI Pump #1 Position Change: 100%,190.0,HPI Pump #2 Position Change: 100%,190.0,HPSI start low RX Press 118.1 bar,179.5,Reactor Scram,True
LOCAC_16,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/16.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/16Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 16.0 %,174.5,Reactor Scram,185.0,HPI Pump #1 Position Change: 100%,185.0,HPI Pump #2 Position Change: 100%,185.0,HPSI start low RX Press 118.1 bar,174.5,Reactor Scram,True
LOCAC_17,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/17.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/17Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 17.0 %,170.0,Reactor Scram,180.5,HPI Pump #1 Position Change: 100%,180.5,HPI Pump #2 Position Change: 100%,180.5,HPSI start low RX Press 118.1 bar,170.0,Reactor Scram,True
LOCAC_18,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/18.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/18Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 18.0 %,166.0,Reactor Scram,176.5,HPI Pump #1 Position Change: 100%,176.5,HPI Pump #2 Position Change: 100%,176.5,HPSI start low RX Press 118.1 bar,166.0,Reactor Scram,True
LOCAC_19,LOCAC,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/19.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/19Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 19.0 %,162.5,Reactor Scram,172.5,HPI Pump #1 Position Change: 100%,172.5,HPI Pump #2 Position Change: 100%,172.5,HPSI start low RX Press 118.1 bar,162.5,Reactor Scram,True
