sample_id,accident_class,numeric_case_id,operation_csv,transient_report,report_exists,report_line_count,injection_s,injection_event,injection_parse_ok,first_protection_s,first_protection_event,first_protection_category,protection_match_count,protection_categories,protection_match_examples,event_parse_ok,parser_version
FLB_1,FLB,1,data/NuclearPowerPlantAccidentData/Operation_csv_data/FLB/1.csv,data/NuclearPowerPlantAccidentData/NPPAD/FLB/1Transient Report.txt,True,2,0.5,Malfunction # 13 Fraction = 01.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_80,LLB,80,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/80.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/80Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 80.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_81,LLB,81,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/81.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/81Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 81.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_82,LLB,82,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/82.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/82Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 82.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_83,LLB,83,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/83.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/83Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 83.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_84,LLB,84,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/84.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/84Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 84.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_85,LLB,85,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/85.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/85Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 85.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_86,LLB,86,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/86.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/86Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 86.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_87,LLB,87,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/87.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/87Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 87.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_88,LLB,88,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/88.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/88Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 88.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_89,LLB,89,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/89.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/89Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 89.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_9,LLB,9,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/9.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/9Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 09.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_90,LLB,90,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/90.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/90Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 90.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_91,LLB,91,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/91.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/91Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 91.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_92,LLB,92,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/92.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/92Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 92.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_93,LLB,93,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/93.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/93Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 93.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_94,LLB,94,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/94.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/94Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 94.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_95,LLB,95,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/95.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/95Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 95.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_96,LLB,96,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/96.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/96Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 96.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_97,LLB,97,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/97.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/97Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 97.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_98,LLB,98,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/98.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/98Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 98.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LLB_99,LLB,99,data/NuclearPowerPlantAccidentData/Operation_csv_data/LLB/99.csv,data/NuclearPowerPlantAccidentData/NPPAD/LLB/99Transient Report.txt,True,2,0.5,Malfunction # 20 Fraction = 99.0 %,True,,,,0,,,False,13_generic_taxonomy_v1
LOCAC_1,LOCAC,1,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/1.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/1Transient Report.txt,True,11,0.5,Malfunction # 2 Fraction = 01.0 %,True,2521.5,HPSI start high RB Press 1.30 bar,hpsi_start,4,hpsi_start;hpi_pump_start;reactor_scram,"2521.5 sec, HPSI start high RB Press 1.30 bar || 2521.5 sec, HPI Pump #1 Position Change: 100% || 2521.5 sec, HPI Pump #2 Position Change: 100% || 2522.5 sec, Reactor Scram",True,13_generic_taxonomy_v1
LOCAC_10,LOCAC,10,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/10.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/10Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 10.0 %,True,224.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"224 sec, Reactor Scram || 235.5 sec, HPSI start low RX Press 118.1 bar || 235.5 sec, HPI Pump #1 Position Change: 100% || 235.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_100,LOCAC,100,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/100.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/100Transient Report.txt,True,19,0.5,Malfunction # 2 Fraction = 100.0 %,True,118.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"118 sec, Reactor Scram || 122.5 sec, HPSI start low RX Press 118.1 bar || 122.5 sec, HPI Pump #1 Position Change: 100% || 122.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_11,LOCAC,11,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/11.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/11Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 11.0 %,True,211.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"211.5 sec, Reactor Scram || 222.5 sec, HPSI start low RX Press 118.1 bar || 222.5 sec, HPI Pump #1 Position Change: 100% || 222.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_12,LOCAC,12,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/12.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/12Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 12.0 %,True,201.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"201 sec, Reactor Scram || 212 sec, HPSI start low RX Press 118.1 bar || 212 sec, HPI Pump #1 Position Change: 100% || 212 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_13,LOCAC,13,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/13.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/13Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 13.0 %,True,192.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"192.5 sec, Reactor Scram || 203.5 sec, HPSI start low RX Press 118.1 bar || 203.5 sec, HPI Pump #1 Position Change: 100% || 203.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_14,LOCAC,14,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/14.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/14Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 14.0 %,True,185.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"185.5 sec, Reactor Scram || 196.5 sec, HPSI start low RX Press 118.1 bar || 196.5 sec, HPI Pump #1 Position Change: 100% || 196.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_15,LOCAC,15,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/15.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/15Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 15.0 %,True,179.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"179.5 sec, Reactor Scram || 190 sec, HPSI start low RX Press 118.1 bar || 190 sec, HPI Pump #1 Position Change: 100% || 190 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_16,LOCAC,16,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/16.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/16Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 16.0 %,True,174.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"174.5 sec, Reactor Scram || 185 sec, HPSI start low RX Press 118.1 bar || 185 sec, HPI Pump #1 Position Change: 100% || 185 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_17,LOCAC,17,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/17.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/17Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 17.0 %,True,170.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"170 sec, Reactor Scram || 180.5 sec, HPSI start low RX Press 118.1 bar || 180.5 sec, HPI Pump #1 Position Change: 100% || 180.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_18,LOCAC,18,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/18.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/18Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 18.0 %,True,166.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"166 sec, Reactor Scram || 176.5 sec, HPSI start low RX Press 118.1 bar || 176.5 sec, HPI Pump #1 Position Change: 100% || 176.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_19,LOCAC,19,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/19.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/19Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 19.0 %,True,162.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"162.5 sec, Reactor Scram || 172.5 sec, HPSI start low RX Press 118.1 bar || 172.5 sec, HPI Pump #1 Position Change: 100% || 172.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_2,LOCAC,2,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/2.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/2Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 02.0 %,True,1299.0,HPSI start high RB Press 1.30 bar,hpsi_start,4,hpsi_start;hpi_pump_start;reactor_scram,"1299 sec, HPSI start high RB Press 1.30 bar || 1299 sec, HPI Pump #1 Position Change: 100% || 1299 sec, HPI Pump #2 Position Change: 100% || 1300 sec, Reactor Scram",True,13_generic_taxonomy_v1
LOCAC_20,LOCAC,20,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/20.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/20Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 20.0 %,True,159.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"159.5 sec, Reactor Scram || 169.5 sec, HPSI start low RX Press 118.1 bar || 169.5 sec, HPI Pump #1 Position Change: 100% || 169.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_21,LOCAC,21,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/21.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/21Transient Report.txt,True,13,0.5,Malfunction # 2 Fraction = 21.0 %,True,157.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"157 sec, Reactor Scram || 167 sec, HPSI start low RX Press 118.1 bar || 167 sec, HPI Pump #1 Position Change: 100% || 167 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_22,LOCAC,22,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/22.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/22Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 22.0 %,True,154.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"154.5 sec, Reactor Scram || 164.5 sec, HPSI start low RX Press 118.1 bar || 164.5 sec, HPI Pump #1 Position Change: 100% || 164.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_23,LOCAC,23,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/23.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/23Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 23.0 %,True,152.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"152.5 sec, Reactor Scram || 162 sec, HPSI start low RX Press 118.1 bar || 162 sec, HPI Pump #1 Position Change: 100% || 162 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_24,LOCAC,24,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/24.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/24Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 24.0 %,True,150.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"150.5 sec, Reactor Scram || 160 sec, HPSI start low RX Press 118.1 bar || 160 sec, HPI Pump #1 Position Change: 100% || 160 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_25,LOCAC,25,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/25.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/25Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 25.0 %,True,148.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"148.5 sec, Reactor Scram || 158 sec, HPSI start low RX Press 118.1 bar || 158 sec, HPI Pump #1 Position Change: 100% || 158 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_26,LOCAC,26,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/26.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/26Transient Report.txt,True,220,0.5,Malfunction # 3 Fraction = 26.0 %,True,463.5,HPSI start high RB Press 1.30 bar,hpsi_start,103,hpsi_start;hpi_pump_start;reactor_scram;safety_relief_valve_open,"463.5 sec, HPSI start high RB Press 1.30 bar || 463.5 sec, HPI Pump #1 Position Change: 100% || 463.5 sec, HPI Pump #2 Position Change: 100% || 464.5 sec, Reactor Scram || 1810 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1849.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1886.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1923.5 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_27,LOCAC,27,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/27.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/27Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 27.0 %,True,145.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"145.5 sec, Reactor Scram || 154.5 sec, HPSI start low RX Press 118.1 bar || 154.5 sec, HPI Pump #1 Position Change: 100% || 154.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_28,LOCAC,28,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/28.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/28Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 28.0 %,True,144.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"144 sec, Reactor Scram || 153 sec, HPSI start low RX Press 118.1 bar || 153 sec, HPI Pump #1 Position Change: 100% || 153 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_29,LOCAC,29,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/29.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/29Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 29.0 %,True,142.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"142.5 sec, Reactor Scram || 151.5 sec, HPSI start low RX Press 118.1 bar || 151.5 sec, HPI Pump #1 Position Change: 100% || 151.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_3,LOCAC,3,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/3.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/3Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 03.0 %,True,917.0,Reactor Scram,reactor_scram,3,reactor_scram;hpi_pump_start,"917 sec, Reactor Scram || 923 sec, HPI Pump #1 Position Change: 100% || 923 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_30,LOCAC,30,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/30.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/30Transient Report.txt,True,111,0.5,Malfunction # 3 Fraction = 30.0 %,True,416.5,HPSI start high RB Press 1.30 bar,hpsi_start,53,hpsi_start;hpi_pump_start;reactor_scram;safety_relief_valve_open,"416.5 sec, HPSI start high RB Press 1.30 bar || 416.5 sec, HPI Pump #1 Position Change: 100% || 416.5 sec, HPI Pump #2 Position Change: 100% || 417.5 sec, Reactor Scram || 1832.5 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1874 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1915 sec, PZR Safety Relief Valve #0 Position Change: 100% || 1954 sec, PZR Safety Relief Valve #0 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_31,LOCAC,31,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/31.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/31Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 31.0 %,True,140.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"140 sec, Reactor Scram || 149 sec, HPSI start low RX Press 118.1 bar || 149 sec, HPI Pump #1 Position Change: 100% || 149 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_32,LOCAC,32,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/32.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/32Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 32.0 %,True,139.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"139 sec, Reactor Scram || 147.5 sec, HPSI start low RX Press 118.1 bar || 147.5 sec, HPI Pump #1 Position Change: 100% || 147.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_33,LOCAC,33,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/33.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/33Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 33.0 %,True,138.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"138 sec, Reactor Scram || 146.5 sec, HPSI start low RX Press 118.1 bar || 146.5 sec, HPI Pump #1 Position Change: 100% || 146.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_34,LOCAC,34,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/34.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/34Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 34.0 %,True,137.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"137 sec, Reactor Scram || 145.5 sec, HPSI start low RX Press 118.1 bar || 145.5 sec, HPI Pump #1 Position Change: 100% || 145.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_35,LOCAC,35,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/35.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/35Transient Report.txt,True,16,0.5,Malfunction # 2 Fraction = 35.0 %,True,136.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"136.5 sec, Reactor Scram || 145 sec, HPSI start low RX Press 118.1 bar || 145 sec, HPI Pump #1 Position Change: 100% || 145 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_36,LOCAC,36,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/36.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/36Transient Report.txt,True,17,0.5,Malfunction # 2 Fraction = 36.0 %,True,135.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"135.5 sec, Reactor Scram || 144 sec, HPSI start low RX Press 118.1 bar || 144 sec, HPI Pump #1 Position Change: 100% || 144 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_37,LOCAC,37,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/37.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/37Transient Report.txt,True,17,0.5,Malfunction # 2 Fraction = 37.0 %,True,134.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"134.5 sec, Reactor Scram || 143 sec, HPSI start low RX Press 118.1 bar || 143 sec, HPI Pump #1 Position Change: 100% || 143 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_38,LOCAC,38,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/38.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/38Transient Report.txt,True,18,0.5,Malfunction # 2 Fraction = 38.0 %,True,134.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"134 sec, Reactor Scram || 142 sec, HPSI start low RX Press 118.1 bar || 142 sec, HPI Pump #1 Position Change: 100% || 142 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_39,LOCAC,39,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/39.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/39Transient Report.txt,True,17,0.5,Malfunction # 2 Fraction = 39.0 %,True,133.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"133.5 sec, Reactor Scram || 141.5 sec, HPSI start low RX Press 118.1 bar || 141.5 sec, HPI Pump #1 Position Change: 100% || 141.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_4,LOCAC,4,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/4.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/4Transient Report.txt,True,12,0.5,Malfunction # 2 Fraction = 04.0 %,True,569.5,Reactor Scram,reactor_scram,3,reactor_scram;hpi_pump_start,"569.5 sec, Reactor Scram || 577.5 sec, HPI Pump #1 Position Change: 100% || 577.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_40,LOCAC,40,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/40.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/40Transient Report.txt,True,18,0.5,Malfunction # 2 Fraction = 40.0 %,True,132.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"132.5 sec, Reactor Scram || 140.5 sec, HPSI start low RX Press 118.1 bar || 140.5 sec, HPI Pump #1 Position Change: 100% || 140.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_41,LOCAC,41,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/41.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/41Transient Report.txt,True,18,0.5,Malfunction # 2 Fraction = 41.0 %,True,132.0,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"132 sec, Reactor Scram || 140 sec, HPSI start low RX Press 118.1 bar || 140 sec, HPI Pump #1 Position Change: 100% || 140 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
LOCAC_42,LOCAC,42,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/42.csv,data/NuclearPowerPlantAccidentData/NPPAD/LOCAC/42Transient Report.txt,True,18,0.5,Malfunction # 2 Fraction = 42.0 %,True,131.5,Reactor Scram,reactor_scram,4,reactor_scram;hpsi_start;hpi_pump_start,"131.5 sec, Reactor Scram || 139.5 sec, HPSI start low RX Press 118.1 bar || 139.5 sec, HPI Pump #1 Position Change: 100% || 139.5 sec, HPI Pump #2 Position Change: 100%",True,13_generic_taxonomy_v1
