sample_id,severity,severity_unit,source_file,rows,time_end_s,P_first_deviation_s,P_peak_score_early,TAVG_first_deviation_s,TAVG_peak_score_early,LVPZ_first_deviation_s,LVPZ_peak_score_early,WECS_first_deviation_s,WECS_peak_score_early,PWR_first_deviation_s,PWR_peak_score_early,SCMA_first_deviation_s,SCMA_peak_score_early,TRB_first_deviation_s,TRB_peak_score_early,PRB_first_deviation_s,PRB_peak_score_early,LWRB_first_deviation_s,LWRB_peak_score_early,PRBA_first_deviation_s,PRBA_peak_score_early,DNBR_first_deviation_s,DNBR_peak_score_early,indirect_composite_first_deviation_s,indirect_features,hpi_pump_start_s,scram_s,whpi_first_positive_s,lead_time_to_hpi_s,lead_time_to_scram_s
LOCA_056,56,% of 100 cm2 break area,56.csv,332,3310.0,30.0,72.66690490165128,30.0,13.932329319876192,30.0,91.18261029643398,20.0,20.532617968489188,30.0,11.555754649040233,30.0,56.52643255148321,30.0,50.21253967285156,30.0,32.19782838497589,30.0,1172.9553742978203,30.0,7.769202766750247,30.0,915.557617837969,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",132.0,125.0,140.0,102.0,95.0
LOCA_057,57,% of 100 cm2 break area,57.csv,331,3300.0,30.0,73.14433821294713,30.0,14.305249166010618,30.0,91.18261029643398,20.0,20.59623580922376,30.0,11.555758537044035,30.0,56.52432693983348,30.0,50.18367004394531,30.0,32.17305268347133,30.0,1172.516445667532,30.0,7.764969527911019,30.0,994.1321759673889,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",131.5,125.0,140.0,101.5,95.0
LOCA_058,58,% of 100 cm2 break area,58.csv,330,3290.0,30.0,73.98968805282792,30.0,14.967016157302654,30.0,91.18261029643398,20.0,20.611716579522223,30.0,11.556711745976168,30.0,56.51367791000823,30.0,50.86329650878906,30.0,32.761017318664976,30.0,1174.111108428902,30.0,7.869998549918471,30.0,995.6966695134857,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",131.0,124.5,140.0,101.0,94.5
LOCA_059,59,% of 100 cm2 break area,59.csv,326,3250.0,30.0,74.44260520799406,30.0,15.319447739484493,30.0,91.18261029643398,20.0,57.34089989022688,30.0,11.557648279691993,30.0,56.77932413222946,30.0,51.56068420410156,30.0,33.36438462357016,30.0,1175.8385703467475,30.0,7.977801526569003,30.0,996.299093577192,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",130.5,124.0,140.0,100.5,94.0
LOCA_060,60,% of 100 cm2 break area,60.csv,325,3240.0,30.0,74.8872300978026,30.0,15.667000695204289,30.0,91.18261029643398,20.0,20.642735774122503,30.0,11.557676532519622,30.0,56.508474398579594,30.0,51.77394104003906,30.0,33.549020668053906,30.0,1176.2199208867505,30.0,8.010911501775645,30.0,997.1141802219952,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",130.5,124.0,140.0,100.5,94.0
LOCA_061,61,% of 100 cm2 break area,61.csv,321,3200.0,30.0,75.35238938436946,30.0,16.03062065964537,30.0,91.18261029643398,20.0,20.661040249794997,30.0,11.558597687020407,30.0,56.50544910939972,30.0,52.81663513183594,30.0,34.451183624840766,30.0,1178.5266207770483,30.0,8.17214268539054,30.0,998.3595257186452,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",130.0,123.5,130.0,100.0,93.5
LOCA_062,62,% of 100 cm2 break area,62.csv,321,3200.0,30.0,75.79186718165724,30.0,16.374160551662488,30.0,91.18261029643398,20.0,20.777841131921306,30.0,11.558591250214114,30.0,56.51687261682864,30.0,54.056793212890625,30.0,35.68045732094312,30.0,1182.0409108424735,30.0,8.364373798144685,30.0,999.7956405485554,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",130.0,123.5,130.0,100.0,93.5
LOCA_063,63,% of 100 cm2 break area,63.csv,317,3160.0,30.0,69.48931126995406,30.0,18.520107022900824,30.0,91.18261029643398,20.0,20.423360950533993,30.0,11.559495729498593,30.0,47.23572977665455,30.0,56.13258361816406,30.0,37.96100934063548,30.0,1179.369668923001,30.0,8.685560935040936,30.0,926.2360655303858,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",129.5,123.0,130.0,99.5,93.0
LOCA_064,64,% of 100 cm2 break area,64.csv,318,3170.0,30.0,76.61296091870057,30.0,17.015970419786132,30.0,91.18261029643398,20.0,30.084296052814846,30.0,11.559511108713632,30.0,56.458811173804,30.0,54.63670349121094,30.0,36.31752373031447,30.0,1182.274322645326,30.0,8.454047469331682,30.0,1002.1505522911889,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",129.5,123.0,130.0,99.5,93.0
LOCA_065,65,% of 100 cm2 break area,65.csv,320,3190.0,30.0,68.9916428685193,30.0,19.564329804591328,30.0,91.18261029643398,20.0,20.159827182741445,30.0,11.560404053586833,30.0,39.75572727354482,30.0,57.24617004394531,30.0,39.18439174615203,30.0,1183.0793430256454,30.0,8.857795910296867,30.0,867.933023182452,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",129.0,122.5,130.0,99.0,92.5
LOCA_066,66,% of 100 cm2 break area,66.csv,317,3160.0,30.0,77.38899183619115,30.0,17.622562703136758,30.0,91.18261029643398,20.0,61.14660311010316,30.0,11.56041303919562,30.0,56.461352427776326,30.0,55.93287658691406,30.0,37.741601999856805,30.0,1185.125332184156,30.0,8.654659606185183,30.0,1004.5348606013399,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",128.5,122.5,130.0,98.5,92.5
LOCA_067,67,% of 100 cm2 break area,67.csv,312,3110.0,30.0,70.42606738873816,30.0,19.53679408930798,30.0,91.18261029643398,20.0,20.51344466039392,30.0,11.56131367367634,30.0,46.542816838381015,30.0,58.05519104003906,30.0,40.07335406160676,30.0,1184.6462300208946,30.0,8.983136590709815,30.0,899.7143743916465,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",128.5,122.0,130.0,98.5,92.0
LOCA_068,68,% of 100 cm2 break area,68.csv,311,3100.0,30.0,71.1142665334278,30.0,19.358281606122517,30.0,91.18261029643398,20.0,20.695457008221393,30.0,11.5612751824387,30.0,49.79815409395652,30.0,58.28837585449219,30.0,40.329527206060625,30.0,1185.9348825177483,30.0,9.019198001069853,30.0,918.511969661439,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",128.0,122.0,130.0,98.0,92.0
LOCA_069,69,% of 100 cm2 break area,69.csv,302,3010.0,30.0,71.19215494779847,30.0,19.729775240892007,30.0,91.18261029643398,20.0,20.667139507034534,30.0,11.56131367367634,30.0,48.516857189259966,30.0,59.333160400390625,30.0,41.47738349684643,30.0,1187.8177933584332,30.0,9.180856452580008,30.0,904.3022946283969,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",128.0,122.0,130.0,98.0,92.0
LOCA_070,70,% of 100 cm2 break area,70.csv,308,3070.0,30.0,79.20798365569965,30.0,19.04484460984562,30.0,91.18261029643398,20.0,27.74920232373048,30.0,11.562160394504339,30.0,56.52631153736342,30.0,57.019134521484375,30.0,38.93487080261398,30.0,1192.6935728009687,30.0,8.822569315670647,30.0,936.1511468063829,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",127.5,121.5,130.0,97.5,91.5
LOCA_071,71,% of 100 cm2 break area,71.csv,459,4580.0,30.0,71.7468952335568,30.0,20.01528800223788,30.0,91.18261029643398,20.0,20.7575101461205,30.0,11.562184759328165,30.0,49.29743157320613,30.0,60.083892822265625,30.0,42.30207194729981,30.0,1190.2432257082003,30.0,9.296915559637448,30.0,901.5938017939446,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",127.5,121.5,130.0,97.5,91.5
LOCA_072,72,% of 100 cm2 break area,72.csv,466,4650.0,30.0,79.51420622069064,30.0,19.283872716635603,30.0,91.18261029643398,20.0,23.325381148259762,30.0,11.563037916962458,30.0,56.471807843518555,30.0,59.57086181640625,30.0,41.73841032689053,30.0,1192.076307062883,30.0,9.217502891288953,30.0,1011.204386730972,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",127.0,121.0,130.0,97.0,91.0
LOCA_073,73,% of 100 cm2 break area,73.csv,459,4580.0,30.0,72.10292536401818,30.0,20.393273357702856,30.0,91.18261029643398,20.0,20.77691809260155,30.0,11.563049494573779,30.0,48.21798273177171,30.0,61.496185302734375,30.0,43.85368339973813,30.0,1193.879347674808,30.0,9.515446654683005,30.0,887.688338835813,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",127.0,121.0,130.0,97.0,91.0
LOCA_074,74,% of 100 cm2 break area,74.csv,456,4550.0,30.0,72.2378562227171,30.0,20.496831056706554,30.0,91.18261029643398,20.0,20.778193184629423,30.0,11.563012256137364,30.0,47.23870711965302,30.0,62.16651916503906,30.0,44.590210012403986,30.0,1194.981318413098,30.0,9.619233313118057,30.0,877.0304385475057,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",126.5,121.0,130.0,96.5,91.0
LOCA_075,75,% of 100 cm2 break area,75.csv,457,4560.0,30.0,81.10211125001337,30.0,20.525222498808866,30.0,91.18261029643398,20.0,32.14073256454998,30.0,11.563859020165406,30.0,56.516194946266474,30.0,58.94236755371094,30.0,41.04761903663912,30.0,1193.105440920916,30.0,9.119901757306838,30.0,1020.5996736088429,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",126.5,120.5,130.0,96.5,90.5
LOCA_076,76,% of 100 cm2 break area,76.csv,453,4520.0,30.0,80.64854273495006,30.0,20.170454880770695,30.0,91.18261029643398,20.0,24.265050899705795,30.0,11.563875695381713,30.0,56.48635344716886,30.0,62.19061279296875,30.0,44.61673811345657,30.0,1197.2125588186125,30.0,9.62303271070979,30.0,1009.1024293682705,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",126.0,120.5,130.0,96.0,90.5
LOCA_077,77,% of 100 cm2 break area,77.csv,451,4500.0,30.0,80.92208813176636,30.0,20.38418986669941,30.0,91.18261029643398,20.0,45.223981245005376,30.0,11.563891074596752,30.0,56.5022543919435,30.0,62.31146240234375,30.0,44.74949390816342,30.0,1197.0948992428125,30.0,9.641714177761047,30.0,996.4402176583162,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",126.0,120.5,130.0,96.0,90.5
LOCA_078,78,% of 100 cm2 break area,78.csv,443,4420.0,30.0,73.10809267200244,30.0,20.74739180367148,30.0,91.18261029643398,20.0,20.851715446825516,30.0,11.564718571405951,30.0,46.65608384225517,30.0,63.66621398925781,30.0,46.237938274262284,30.0,1198.8320171136868,30.0,9.851384393994097,30.0,862.6758909855364,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",125.5,120.0,130.0,95.5,90.0
LOCA_079,79,% of 100 cm2 break area,79.csv,441,4400.0,30.0,81.41971359987454,30.0,20.772975084775968,30.0,91.18261029643398,20.0,25.4051655201709,30.0,11.564716022603458,30.0,56.52727962905012,30.0,63.69941711425781,30.0,46.274415854327636,30.0,1200.2558529529485,30.0,9.856524755441702,30.0,985.0265377862463,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",125.5,120.0,130.0,95.5,90.0
LOCA_080,80,% of 100 cm2 break area,80.csv,438,4370.0,30.0,73.04562345519757,30.0,20.604711651537023,30.0,91.18261029643398,20.0,20.788077494229306,30.0,11.56652368517115,30.0,44.026497773323094,30.0,63.98350524902344,30.0,46.58638908965264,30.0,1198.9056884590204,30.0,9.900329574734334,30.0,844.3251736497953,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",125.5,120.0,130.0,95.5,90.0
LOCA_081,81,% of 100 cm2 break area,81.csv,435,4340.0,30.0,81.81010020491217,30.0,21.078346609885756,30.0,91.18261029643398,20.0,61.64608655705581,30.0,11.566120844777219,30.0,56.54320478090303,30.0,63.52491760253906,30.0,46.082574219597085,30.0,1198.9890157573832,30.0,9.829376810712025,30.0,920.7840397440153,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",125.0,119.5,130.0,95.0,89.5
LOCA_082,82,% of 100 cm2 break area,82.csv,433,4320.0,30.0,82.76003808161532,30.0,21.941642185010892,30.0,91.18261029643398,20.0,24.40988781208547,30.0,11.4434999008676,30.0,56.520528385531,30.0,60.13066101074219,30.0,42.35312211308027,30.0,1198.9576637123623,30.0,9.303778139370579,30.0,946.4129129296119,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",125.0,119.5,130.0,95.0,89.5
LOCA_083,83,% of 100 cm2 break area,83.csv,428,4270.0,30.0,73.57079371895736,30.0,20.886865439219996,30.0,91.18261029643398,20.0,20.897065013238546,30.0,11.565964331024166,30.0,45.042851992623476,30.0,64.31387329101562,30.0,46.94957389597963,30.0,1200.8136332520032,30.0,9.951700322449206,30.0,840.8464085182239,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",125.0,119.5,130.0,95.0,89.5
LOCA_084,84,% of 100 cm2 break area,84.csv,425,4240.0,30.0,73.68716020725364,30.0,20.94082049054589,30.0,91.18261029643398,20.0,20.903212538946015,30.0,11.565783409247244,30.0,44.762806132455914,30.0,64.40476989746094,30.0,47.04937996760599,30.0,1201.6706288856644,30.0,9.96569498935707,30.0,837.5563216834779,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",124.5,119.5,130.0,94.5,89.5
LOCA_085,85,% of 100 cm2 break area,85.csv,425,4240.0,30.0,82.3797162749888,30.0,21.547447199688083,30.0,91.18261029643398,20.0,24.891446227155203,30.0,11.56650057314855,30.0,56.5428175421012,30.0,64.53315734863281,30.0,47.19047118911031,30.0,1200.4945099648544,30.0,9.985612246628468,30.0,902.3754190076363,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",124.5,119.0,130.0,94.5,89.0
LOCA_086,86,% of 100 cm2 break area,86.csv,423,4220.0,30.0,82.5045688419454,30.0,21.677271777657374,30.0,91.18261029643398,20.0,24.925778515762726,30.0,11.566519840367391,30.0,56.53105519939119,30.0,64.48771667480469,30.0,47.14053933093616,30.0,1200.6058514479312,30.0,9.978572186385021,30.0,898.2651416004445,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",124.5,119.0,130.0,94.5,89.0
LOCA_087,87,% of 100 cm2 break area,87.csv,414,4130.0,30.0,73.94684549959132,30.0,21.069666392440638,30.0,91.18261029643398,20.0,20.921260923580313,30.0,11.566349200200523,30.0,43.789823509825304,30.0,66.3924560546875,30.0,49.23341166482453,30.0,1203.8708748740482,30.0,10.273557941273381,30.0,826.6874033772915,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",124.0,119.0,130.0,94.0,89.0
LOCA_088,88,% of 100 cm2 break area,88.csv,412,4110.0,30.0,71.26115003023978,30.0,20.47938209835231,30.0,91.18261029643398,20.0,19.916508517477038,30.0,11.565068837348472,30.0,31.992994945145675,30.0,79.07478332519531,30.0,65.51125507432076,30.0,1215.0208780181933,30.0,12.235046248134303,30.0,733.5899580107466,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",124.0,119.0,130.0,94.0,89.0
LOCA_089,89,% of 100 cm2 break area,89.csv,412,4110.0,30.0,82.76833893363822,30.0,21.9523240163371,30.0,91.18261029643398,20.0,25.54214740979001,30.0,11.56721648424863,30.0,56.51660639214659,30.0,66.30162048339844,30.0,49.13350183269864,30.0,1203.3622088052161,30.0,10.259392367207436,30.0,861.0063895083555,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.5,118.5,130.0,93.5,88.5
LOCA_090,90,% of 100 cm2 break area,90.csv,405,4040.0,30.0,74.25945409024085,30.0,21.25960332045612,30.0,91.18261029643398,20.0,20.953080570273805,30.0,11.567158725792149,30.0,42.91473856606599,30.0,68.0631103515625,30.0,51.06851985993254,30.0,1204.9853625884873,30.0,10.531667190124601,30.0,818.261297432913,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.5,118.5,130.0,93.5,88.5
LOCA_091,91,% of 100 cm2 break area,91.csv,395,3940.0,30.0,69.06635912339077,30.0,22.44431775753147,30.0,91.18261029643398,20.0,18.95595796088263,30.0,11.550540792741662,30.0,16.86255168712302,30.0,93.82469177246097,30.0,88.27349561398603,30.0,1243.0837001254383,30.0,14.517379877575243,30.0,654.7344397461297,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.5,118.5,130.0,93.5,88.5
LOCA_092,92,% of 100 cm2 break area,92.csv,400,3990.0,30.0,81.4422008496579,30.0,20.789563398341038,30.0,91.18261029643398,20.0,26.068908574682816,30.0,11.567288325918884,30.0,56.67622090218272,30.0,67.99357604980469,30.0,50.99232506642689,30.0,1206.4510408908752,30.0,10.52113667984447,30.0,852.2762931196563,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.5,118.5,130.0,93.5,88.5
LOCA_093,93,% of 100 cm2 break area,93.csv,391,3900.0,30.0,81.4846202029613,30.0,20.822808877054285,30.0,91.18261029643398,20.0,56.82043440842228,30.0,11.568109385921789,30.0,56.67225171609678,30.0,68.25090026855469,30.0,51.27496866721137,30.0,1206.4795319127759,30.0,10.560852874047063,30.0,847.904119020036,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.0,118.0,130.0,93.0,88.0
LOCA_094,94,% of 100 cm2 break area,94.csv,381,3800.0,30.0,81.61350604928117,30.0,20.921315820638075,30.0,91.18261029643398,20.0,48.82804495128126,30.0,11.568102992315538,30.0,56.676464135923624,30.0,68.99397277832031,30.0,52.09125251720089,30.0,1207.0106093293793,30.0,10.675741924406697,30.0,846.0364091306644,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.0,118.0,130.0,93.0,88.0
LOCA_095,95,% of 100 cm2 break area,95.csv,376,3750.0,30.0,81.74983285442639,30.0,21.028424294143413,30.0,91.18261029643398,20.0,38.481387786565236,30.0,11.567399911628003,30.0,56.6813046060731,30.0,69.60272216796875,30.0,52.75982753160343,30.0,1208.3890264266151,30.0,10.769688274546295,30.0,844.7240476828906,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.0,118.0,130.0,93.0,88.0
LOCA_096,96,% of 100 cm2 break area,96.csv,374,3730.0,30.0,74.96530741881013,30.0,21.61524141922391,30.0,91.18261029643398,20.0,21.032333372246065,30.0,11.567963153778791,30.0,41.55444473307851,30.0,71.25851440429688,30.0,54.73521992210814,30.0,1208.4007089376873,30.0,11.02573349079578,30.0,803.6862627664124,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",123.0,118.0,130.0,93.0,88.0
LOCA_097,97,% of 100 cm2 break area,97.csv,385,3840.0,30.0,86.05335420171048,30.0,25.366757629443924,30.0,91.18261029643398,20.0,27.350483325958514,30.0,11.603033639273818,30.0,56.54947318042408,30.0,62.661224365234375,30.0,45.13396114584334,30.0,1201.3402999246302,30.0,9.696062654038267,30.0,953.0680491310886,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",122.5,118.0,130.0,92.5,88.0
LOCA_098,98,% of 100 cm2 break area,98.csv,369,3680.0,30.0,75.25176838692083,30.0,21.815058549419106,30.0,91.18261029643398,20.0,30.493584504273166,30.0,11.568881716277042,30.0,41.56603758369739,30.0,71.84675598144531,30.0,55.54617739978724,30.0,1209.2020338298105,30.0,11.116695539020785,30.0,802.4652773624255,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",122.5,117.5,130.0,92.5,87.5
LOCA_099,99,% of 100 cm2 break area,99.csv,366,3650.0,30.0,82.11432207688568,30.0,21.314876387802034,30.0,91.18261029643398,20.0,27.92049773088624,30.0,11.56697784721527,30.0,56.729127245608694,30.0,71.64210510253906,30.0,55.264144833055695,30.0,1210.8508176118626,30.0,11.085169741702739,30.0,836.3250770316051,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",122.5,117.5,130.0,92.5,87.5
LOCA_100,100,% of 100 cm2 break area,100.csv,344,3430.0,30.0,74.22258049606195,30.0,21.433581435095167,30.0,91.18261029643398,20.0,20.591329855774763,30.0,11.554139442660741,30.0,36.000298497895564,30.0,80.05455017089844,30.0,66.86214760484452,30.0,1219.094974940716,30.0,12.386759217713223,30.0,748.2224592407804,30.0,"P,TAVG,LVPZ,WECS,PWR,SCMA,TRB,PRB,LWRB,PRBA,DNBR",122.0,117.5,130.0,92.0,87.5
