sample_id,accident_class,numeric_case_id,operation_csv,rows,column_count,time_start_s,time_end_s,sampling_median_s,sampling_min_s,sampling_max_s,time_numeric,time_strictly_increasing,time_duplicate_count,nonuniform_sampling_intervals,missing_cells,missing_columns,schema_match_03_97,schema_extra_columns,schema_missing_columns,split,split_strategy,available_30s,available_60s,available_120s
LOCA_63,LOCA,63,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/63.csv,317,97,0.0,3160.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_64,LOCA,64,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/64.csv,318,97,0.0,3170.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_65,LOCA,65,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/65.csv,320,97,0.0,3190.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_66,LOCA,66,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/66.csv,317,97,0.0,3160.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_67,LOCA,67,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/67.csv,312,97,0.0,3110.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_68,LOCA,68,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/68.csv,311,97,0.0,3100.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_69,LOCA,69,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/69.csv,302,97,0.0,3010.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_70,LOCA,70,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/70.csv,308,97,0.0,3070.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_71,LOCA,71,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/71.csv,459,97,0.0,4580.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCA_72,LOCA,72,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/72.csv,466,97,0.0,4650.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCA_73,LOCA,73,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/73.csv,459,97,0.0,4580.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_74,LOCA,74,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/74.csv,456,97,0.0,4550.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_75,LOCA,75,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/75.csv,457,97,0.0,4560.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_76,LOCA,76,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/76.csv,453,97,0.0,4520.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_77,LOCA,77,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/77.csv,451,97,0.0,4500.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_78,LOCA,78,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/78.csv,443,97,0.0,4420.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_79,LOCA,79,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/79.csv,441,97,0.0,4400.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_80,LOCA,80,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/80.csv,438,97,0.0,4370.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_81,LOCA,81,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/81.csv,435,97,0.0,4340.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCA_82,LOCA,82,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/82.csv,433,97,0.0,4320.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCA_83,LOCA,83,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/83.csv,428,97,0.0,4270.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_84,LOCA,84,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/84.csv,425,97,0.0,4240.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_85,LOCA,85,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/85.csv,425,97,0.0,4240.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_86,LOCA,86,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/86.csv,423,97,0.0,4220.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_87,LOCA,87,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/87.csv,414,97,0.0,4130.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_88,LOCA,88,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/88.csv,412,97,0.0,4110.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_89,LOCA,89,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/89.csv,412,97,0.0,4110.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_90,LOCA,90,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/90.csv,405,97,0.0,4040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_91,LOCA,91,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/91.csv,395,97,0.0,3940.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCA_92,LOCA,92,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/92.csv,400,97,0.0,3990.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCA_93,LOCA,93,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/93.csv,391,97,0.0,3900.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_94,LOCA,94,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/94.csv,381,97,0.0,3800.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_95,LOCA,95,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/95.csv,376,97,0.0,3750.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_96,LOCA,96,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/96.csv,374,97,0.0,3730.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_97,LOCA,97,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/97.csv,385,97,0.0,3840.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_98,LOCA,98,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/98.csv,369,97,0.0,3680.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_99,LOCA,99,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/99.csv,366,97,0.0,3650.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCA_100,LOCA,100,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCA/100.csv,344,97,0.0,3430.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_1,LOCAC,1,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/1.csv,504,97,0.0,5030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_2,LOCAC,2,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/2.csv,520,97,0.0,5190.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_3,LOCAC,3,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/3.csv,508,97,0.0,5070.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_4,LOCAC,4,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/4.csv,504,97,0.0,5030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_5,LOCAC,5,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/5.csv,502,97,0.0,5010.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_6,LOCAC,6,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/6.csv,504,97,0.0,5030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_7,LOCAC,7,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/7.csv,506,97,0.0,5050.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_8,LOCAC,8,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/8.csv,500,97,0.0,4990.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_9,LOCAC,9,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/9.csv,502,97,0.0,5010.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_10,LOCAC,10,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/10.csv,501,97,0.0,5000.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_11,LOCAC,11,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/11.csv,509,97,0.0,5080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_12,LOCAC,12,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/12.csv,508,97,0.0,5070.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_13,LOCAC,13,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/13.csv,504,97,0.0,5030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_14,LOCAC,14,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/14.csv,503,97,0.0,5020.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_15,LOCAC,15,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/15.csv,500,97,0.0,4990.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_16,LOCAC,16,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/16.csv,509,97,0.0,5080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_17,LOCAC,17,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/17.csv,502,97,0.0,5010.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_18,LOCAC,18,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/18.csv,497,97,0.0,4960.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_19,LOCAC,19,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/19.csv,495,97,0.0,4940.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_20,LOCAC,20,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/20.csv,492,97,0.0,4910.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_21,LOCAC,21,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/21.csv,492,97,0.0,4910.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_22,LOCAC,22,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/22.csv,487,97,0.0,4860.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_23,LOCAC,23,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/23.csv,482,97,0.0,4810.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_24,LOCAC,24,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/24.csv,482,97,0.0,4810.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_25,LOCAC,25,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/25.csv,475,97,0.0,4740.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_26,LOCAC,26,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/26.csv,544,97,0.0,5430.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_27,LOCAC,27,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/27.csv,470,97,0.0,4690.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_28,LOCAC,28,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/28.csv,464,97,0.0,4630.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_29,LOCAC,29,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/29.csv,459,97,0.0,4580.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_30,LOCAC,30,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/30.csv,455,97,0.0,4540.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_31,LOCAC,31,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/31.csv,446,97,0.0,4450.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_32,LOCAC,32,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/32.csv,442,97,0.0,4410.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_33,LOCAC,33,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/33.csv,436,97,0.0,4350.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_34,LOCAC,34,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/34.csv,439,97,0.0,4380.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_35,LOCAC,35,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/35.csv,432,97,0.0,4310.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_36,LOCAC,36,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/36.csv,424,97,0.0,4230.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_37,LOCAC,37,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/37.csv,425,97,0.0,4240.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_38,LOCAC,38,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/38.csv,426,97,0.0,4250.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_39,LOCAC,39,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/39.csv,426,97,0.0,4250.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_40,LOCAC,40,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/40.csv,422,97,0.0,4210.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_41,LOCAC,41,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/41.csv,424,97,0.0,4230.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_42,LOCAC,42,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/42.csv,426,97,0.0,4250.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_43,LOCAC,43,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/43.csv,425,97,0.0,4240.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_44,LOCAC,44,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/44.csv,423,97,0.0,4220.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_45,LOCAC,45,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/45.csv,422,97,0.0,4210.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_46,LOCAC,46,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/46.csv,421,97,0.0,4200.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_47,LOCAC,47,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/47.csv,422,97,0.0,4210.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_48,LOCAC,48,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/48.csv,418,97,0.0,4170.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_49,LOCAC,49,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/49.csv,418,97,0.0,4170.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_50,LOCAC,50,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/50.csv,416,97,0.0,4150.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_51,LOCAC,51,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/51.csv,418,97,0.0,4170.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_52,LOCAC,52,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/52.csv,415,97,0.0,4140.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_53,LOCAC,53,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/53.csv,413,97,0.0,4120.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_54,LOCAC,54,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/54.csv,416,97,0.0,4150.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_55,LOCAC,55,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/55.csv,407,97,0.0,4060.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_56,LOCAC,56,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/56.csv,407,97,0.0,4060.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_57,LOCAC,57,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/57.csv,405,97,0.0,4040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_58,LOCAC,58,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/58.csv,408,97,0.0,4070.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_59,LOCAC,59,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/59.csv,409,97,0.0,4080.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_60,LOCAC,60,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/60.csv,405,97,0.0,4040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_61,LOCAC,61,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/61.csv,405,97,0.0,4040.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_62,LOCAC,62,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/62.csv,404,97,0.0,4030.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_63,LOCAC,63,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/63.csv,398,97,0.0,3970.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_64,LOCAC,64,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/64.csv,389,97,0.0,3880.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_65,LOCAC,65,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/65.csv,391,97,0.0,3900.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_66,LOCAC,66,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/66.csv,394,97,0.0,3930.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_67,LOCAC,67,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/67.csv,392,97,0.0,3910.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_68,LOCAC,68,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/68.csv,387,97,0.0,3860.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_69,LOCAC,69,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/69.csv,383,97,0.0,3820.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_70,LOCAC,70,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/70.csv,380,97,0.0,3790.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_71,LOCAC,71,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/71.csv,378,97,0.0,3770.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,test,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_72,LOCAC,72,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/72.csv,372,97,0.0,3710.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,validation,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_73,LOCAC,73,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/73.csv,367,97,0.0,3660.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_74,LOCAC,74,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/74.csv,374,97,0.0,3730.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_75,LOCAC,75,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/75.csv,489,97,0.0,4880.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_76,LOCAC,76,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/76.csv,491,97,0.0,4900.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_77,LOCAC,77,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/77.csv,494,97,0.0,4930.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
LOCAC_78,LOCAC,78,data/NuclearPowerPlantAccidentData/Operation_csv_data/LOCAC/78.csv,494,97,0.0,4930.0,10.0,10.0,10.0,True,True,0,0,0,0,True,,,train,deterministic_class_stratified_group_interleave,True,True,True
