split_type,split_id,seed,sample_id,accident_class,severity,severity_definition,partition,severity_source
random,seed_20263948,20263948,SLBIC_65,SLBIC,65.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_72,SGBTR,72.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-6,RI,-6.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_14,FLB,14.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_62,SGATR,62.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_42,LOCA,42.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_6,LOCAC,6.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_84,FLB,84.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LR_98,LR,98.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_70,LOCAC,70.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_46,SLBIC,46.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_53,LOCA,53.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_36,LOCA,36.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LR_70,LR,70.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_28,FLB,28.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_50,FLB,50.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_61,LOCA,61.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LR_88,LR,88.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_79,LOCAC,79.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_72,LOCA,72.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-9,RI,-9.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_8,LOCAC,8.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LR_96,LR,96.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_90,SGATR,90.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_84,SGBTR,84.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_56,FLB,56.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_78,SLBIC,78.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_81,FLB,81.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_77,LOCAC,77.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_83,FLB,83.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-27,RI,-27.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_76,SGATR,76.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_28,LOCAC,28.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_80,SGBTR,80.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-33,RI,-33.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_44,SLBIC,44.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-23,RI,-23.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_49,LOCAC,49.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_97,SGATR,97.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_65,LOCAC,65.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_7,LOCAC,7.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_70,SGATR,70.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_33,FLB,33.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_84,SLBIC,84.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_97,SLBIC,97.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_96,SLBIC,96.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_57,SGATR,57.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_67,SGBTR,67.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_23,FLB,23.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_17,LOCA,17.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_95,FLB,95.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_13,LOCA,13.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LR_84,LR,84.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_82,SLBIC,82.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_94,SGBTR,94.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-3,RI,-3.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_69,SGATR,69.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_109,SGBTR,109.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_52,FLB,52.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_39,FLB,39.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_72,SGATR,72.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_54,FLB,54.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LR_97,LR,97.0,% of full load rejected,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_68,LOCAC,68.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-22,RI,-22.0,% of rods inserted,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_64,SLBIC,64.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_69,LOCA,69.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_66,SLBIC,66.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_89,FLB,89.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_82,SGBTR,82.0,% of one full steam-generator-B tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_14,SLBIC,14.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_71,LOCAC,71.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_26,FLB,26.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_50,LOCAC,50.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_67,LOCAC,67.0,% of 100 cm2 cold-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_72,FLB,72.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_55,LOCA,55.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_39,LOCA,39.0,% of 100 cm2 hot-leg break,train,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_75,FLB,75.0,% of 100 cm2 feedwater-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_74,SLBIC,74.0,% of 100 cm2 inside-containment steam-line break,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_73,SGATR,73.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_71,SGATR,71.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_99,SGATR,99.0,% of one full steam-generator-A tube rupture,train,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_94,SGATR,94.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LR_89,LR,89.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_40,SLBIC,40.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_5,LOCA,5.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_17,LOCAC,17.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_75,SGATR,75.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_63,FLB,63.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_38,LOCA,38.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_29,LOCAC,29.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_17,SLBIC,17.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_34,LOCAC,34.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_63,LOCA,63.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_57,LOCAC,57.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_60,LOCAC,60.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_37,LOCA,37.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_37,FLB,37.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_85,SGATR,85.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_51,LOCAC,51.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_65,LOCA,65.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_22,SLBIC,22.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_61,SGBTR,61.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_53,SLBIC,53.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_70,SGBTR,70.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-4,RI,-4.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_83,SGATR,83.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_81,SLBIC,81.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_38,SLBIC,38.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-16,RI,-16.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_86,SGATR,86.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LR_72,LR,72.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-18,RI,-18.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_62,FLB,62.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_22,FLB,22.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_19,FLB,19.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_89,SGATR,89.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_67,LOCA,67.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_2,LOCAC,2.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_85,FLB,85.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_81,SGBTR,81.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_51,LOCA,51.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_26,SLBIC,26.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_88,SGATR,88.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_43,FLB,43.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_18,LOCA,18.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_61,LOCAC,61.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_22,LOCA,22.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_105,SGBTR,105.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_48,SLBIC,48.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_30,LOCA,30.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_47,LOCAC,47.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_32,LOCA,32.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RW_1,RW,1.0,% of rods withdrawn,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_87,SLBIC,87.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_62,SGBTR,62.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_30,SLBIC,30.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_34,SLBIC,34.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LR_82,LR,82.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_76,FLB,76.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_29,SLBIC,29.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_100,FLB,100.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-35,RI,-35.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_46,LOCA,46.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LR_81,LR,81.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_65,FLB,65.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_42,FLB,42.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_65,SGATR,65.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_44,FLB,44.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LR_71,LR,71.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_13,LOCAC,13.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_3,LOCAC,3.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-8,RI,-8.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_61,SLBIC,61.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_22,LOCAC,22.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_51,SLBIC,51.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_44,LOCAC,44.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_11,LOCA,11.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_87,SGATR,87.0,% of one full steam-generator-A tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_43,LOCAC,43.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_74,LOCA,74.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_73,SGBTR,73.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LR_90,LR,90.0,% of full load rejected,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_18,SLBIC,18.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_34,FLB,34.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_48,FLB,48.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_45,SLBIC,45.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_65,SGBTR,65.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_58,LOCAC,58.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-19,RI,-19.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_15,LOCA,15.0,% of 100 cm2 hot-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_58,FLB,58.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_69,SGBTR,69.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_74,FLB,74.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_88,SGBTR,88.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_42,LOCAC,42.0,% of 100 cm2 cold-leg break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_35,FLB,35.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_94,FLB,94.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_7,FLB,7.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_78,FLB,78.0,% of 100 cm2 feedwater-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-30,RI,-30.0,% of rods inserted,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_21,SLBIC,21.0,% of 100 cm2 inside-containment steam-line break,validation,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_64,SGBTR,64.0,% of one full steam-generator-B tube rupture,validation,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_41,LOCAC,41.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-5,RI,-5.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_70,SLBIC,70.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_19,LOCAC,19.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_20,LOCA,20.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_77,LOCA,77.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_95,SLBIC,95.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_82,FLB,82.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_52,SLBIC,52.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LR_74,LR,74.0,% of full load rejected,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_48,LOCAC,48.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_33,SLBIC,33.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_36,FLB,36.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_16,SLBIC,16.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_20,LOCAC,20.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_57,FLB,57.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SGATR_58,SGATR,58.0,% of one full steam-generator-A tube rupture,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_100,SLBIC,100.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_71,FLB,71.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_21,FLB,21.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_52,LOCA,52.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_86,SGBTR,86.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_59,SGBTR,59.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_67,FLB,67.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_96,SGBTR,96.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-31,RI,-31.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_24,LOCA,24.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-29,RI,-29.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20263948,20263948,LR_94,LR,94.0,% of full load rejected,test,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_104,SGBTR,104.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_76,LOCA,76.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SGBTR_68,SGBTR,68.0,% of one full steam-generator-B tube rupture,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_8,LOCA,8.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_54,LOCA,54.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_76,SLBIC,76.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_59,LOCA,59.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_28,LOCA,28.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_63,SLBIC,63.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_8,FLB,8.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_46,LOCAC,46.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_79,SLBIC,79.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_18,FLB,18.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,FLB_96,FLB,96.0,% of 100 cm2 feedwater-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_26,LOCAC,26.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_58,SLBIC,58.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,SLBIC_24,SLBIC,24.0,% of 100 cm2 inside-containment steam-line break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCA_64,LOCA,64.0,% of 100 cm2 hot-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_74,LOCAC,74.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,LOCAC_18,LOCAC,18.0,% of 100 cm2 cold-leg break,test,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-14,RI,-14.0,% of rods inserted,test,NPPAD_README_case_number
random,seed_20263948,20263948,RI_-25,RI,-25.0,% of rods inserted,test,NPPAD_README_case_number
