cohort,scope,split_index,seed,window_s,accident_class,cohort_support,train_support,validation_support,test_support,test_support_lt_3,test_support_lt_5,support_status
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,4,20264957,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,5,20265966,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,6,20266975,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,7,20267984,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,90,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,8,20268993,120,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,30,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,FLB,99,59,20,20,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,LLB,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,LOCA,76,46,15,15,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,LOCAC,79,47,16,16,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,LR,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,MD,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,RI,28,17,5,6,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,RW,3,2,1,0,True,True,low_support
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,SGATR,44,26,9,9,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,SGBTR,54,32,11,11,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,SLBIC,88,53,17,18,False,False,adequate_for_audit
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,60,SLBOC,0,0,0,0,True,True,not_evaluable_no_strict_trajectory
strict_matched_30_60_90_120,strict_pre_protection_only,9,20270002,90,FLB,99,59,20,20,False,False,adequate_for_audit
