sample_id,status,predicted_family,conformal_set,distance_score,distance_threshold,ood_warning,top_ood_features,top_ood_variables,ood_direction,maximum_calibrated_probability,top2_margin,nonconformity_of_top1,unknown_interpretation
LOCA_42,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.351486994462576,3.0417115477851966,False,"[""NSGB__delta_t0"", ""NSGB__last"", ""VOL__std"", ""LVPZ__std"", ""LVPZ__mean"", ""VOL__mean"", ""LVPZ__slope"", ""VOL__slope"", ""VOL__last"", ""VOL__delta_t0""]","[""LVPZ"", ""VOL"", ""P"", ""TSAT"", ""NSGB""]","[{""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.9425916087298448,0.9283924370171562,0.05740839127015518,Calibrated probability and conformal membership summary.
LOCA_46,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.36145598829314,3.0417115477851966,False,"[""LVPZ__std"", ""VOL__std"", ""LVPZ__mean"", ""VOL__mean"", ""LVPZ__slope"", ""VOL__slope"", ""LVPZ__delta_t0"", ""LVPZ__last"", ""VOL__last"", ""VOL__delta_t0""]","[""LVPZ"", ""VOL"", ""P"", ""TSAT"", ""NSGB""]","[{""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.9425916087298448,0.9283924370171562,0.05740839127015518,Calibrated probability and conformal membership summary.
LOCA_48,accepted,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",2.368981913029014,3.0417115477851966,False,"[""VOL__std"", ""LVPZ__std"", ""LVPZ__mean"", ""VOL__mean"", ""P__std"", ""LVPZ__slope"", ""VOL__slope"", ""P__mean"", ""VOL__last"", ""VOL__delta_t0""]","[""LVPZ"", ""VOL"", ""P"", ""TSAT"", ""NSGB""]","[{""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.9425916087298448,0.9283924370171562,0.05740839127015518,Calibrated probability and conformal membership summary.
LOCA_5,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",5.779487011029103,3.0417115477851966,True,"[""P__std"", ""VOL__std"", ""LVPZ__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""P__mean"", ""VOL__last"", ""VOL__delta_t0"", ""LVPZ__delta_t0""]","[""P"", ""VOL"", ""LVPZ"", ""TSAT"", ""NSGB""]","[{""P"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""LVPZ"": ""above_class_center""}, {""TSAT"": ""above_class_center""}, {""NSGB"": ""below_class_center""}]",0.9437751264452158,0.929479256743986,0.05622487355478423,Calibrated probability and conformal membership summary.
LOCA_59,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",3.1736323149418073,3.0417115477851966,True,"[""P__std"", ""P__last"", ""P__delta_t0"", ""TSAT__std"", ""P__slope"", ""P__mean"", ""TSAT__mean"", ""TSAT__slope"", ""TSAT__last"", ""TSAT__delta_t0""]","[""P"", ""TSAT"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.9300852682532452,0.9086489079910434,0.06991473174675478,Calibrated probability and conformal membership summary.
LOCA_69,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",6.0320566224246175,3.0417115477851966,True,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""P__mean"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__mean"", ""TSAT__slope""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.930490707944634,0.9092097624979201,0.06950929205536605,Calibrated probability and conformal membership summary.
LOCA_70,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",6.522677010955473,3.0417115477851966,True,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__mean"", ""TSAT__slope"", ""TSAT__mean""]","[""P"", ""TSAT"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.927030916522504,0.9055486631474697,0.07296908347749598,Calibrated probability and conformal membership summary.
LOCA_73,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",8.607906276479293,3.0417115477851966,True,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""P__mean"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__slope"", ""TSAT__mean""]","[""P"", ""TSAT"", ""LVPZ"", ""VOL"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.9214959713794052,0.900220738565679,0.0785040286205948,Calibrated probability and conformal membership summary.
LOCA_75,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",10.242806207921292,3.0417115477851966,True,"[""P__std"", ""TSAT__std"", ""P__last"", ""P__delta_t0"", ""P__slope"", ""P__mean"", ""TSAT__last"", ""TSAT__delta_t0"", ""TSAT__slope"", ""TSAT__mean""]","[""P"", ""TSAT"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""P"": ""below_class_center""}, {""TSAT"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.9221765342170896,0.9010857394897969,0.07782346578291044,Calibrated probability and conformal membership summary.
LOCA_77,requires_review,primary_coolant_boundary_break,"[""primary_coolant_boundary_break""]",12.252326756395117,3.0417115477851966,True,"[""P__std"", ""TSAT__std"", ""TSAT__last"", ""TSAT__delta_t0"", ""P__last"", ""P__delta_t0"", ""TSAT__slope"", ""TSAT__mean"", ""P__slope"", ""P__mean""]","[""TSAT"", ""P"", ""VOL"", ""LVPZ"", ""NSGB""]","[{""TSAT"": ""below_class_center""}, {""P"": ""below_class_center""}, {""VOL"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}, {""NSGB"": ""below_class_center""}]",0.9214959713794052,0.900220738565679,0.0785040286205948,Calibrated probability and conformal membership summary.
LR_79,requires_review,turbine_and_load_transient,"[""turbine_and_load_transient""]",4.289403530882913,3.0417115477851966,True,"[""NSGB__mean"", ""NSGA__mean"", ""NSGB__std"", ""NSGA__std"", ""NSGB__slope"", ""NSGA__slope"", ""WFWB__slope"", ""WFWA__slope"", ""WFWB__mean"", ""WFWA__mean""]","[""NSGB"", ""NSGA"", ""WFWB"", ""WFWA"", ""WSTB""]","[{""NSGB"": ""below_class_center""}, {""NSGA"": ""below_class_center""}, {""WFWB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}, {""WSTB"": ""below_class_center""}]",0.9172575895783729,0.8879834682276021,0.08274241042162711,Calibrated probability and conformal membership summary.
LR_80,requires_review,turbine_and_load_transient,"[""turbine_and_load_transient""]",3.4070690654671845,3.0417115477851966,True,"[""NSGB__mean"", ""NSGB__std"", ""NSGA__mean"", ""NSGA__std"", ""NSGB__slope"", ""NSGA__slope"", ""WFWB__slope"", ""WFWA__slope"", ""WSTB__mean"", ""WFWB__mean""]","[""NSGB"", ""NSGA"", ""WFWB"", ""WSTB"", ""WFWA""]","[{""NSGB"": ""below_class_center""}, {""NSGA"": ""below_class_center""}, {""WFWB"": ""below_class_center""}, {""WSTB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.9172575895783729,0.8879834682276021,0.08274241042162711,Calibrated probability and conformal membership summary.
LR_93,unknown,turbine_and_load_transient,[],1883.4252034481717,3.0417115477851966,True,"[""NSGB__delta_t0"", ""NSGB__last"", ""NSGA__delta_t0"", ""NSGA__last"", ""NSGB__slope"", ""NSGB__mean"", ""NSGA__slope"", ""NSGA__mean"", ""NSGB__std"", ""NSGA__std""]","[""NSGB"", ""NSGA"", ""WSTB"", ""WSTA"", ""TCB""]","[{""NSGB"": ""above_class_center""}, {""NSGA"": ""above_class_center""}, {""WSTB"": ""above_class_center""}, {""WSTA"": ""above_class_center""}, {""TCB"": ""above_class_center""}]",0.8445498680550958,0.7611116103463222,0.1554501319449042,No unique family is supported by the calibrated conformal threshold.
LR_95,requires_review,turbine_and_load_transient,"[""turbine_and_load_transient""]",8.927632733909576,3.0417115477851966,True,"[""NSGB__mean"", ""NSGA__mean"", ""NSGB__slope"", ""NSGA__slope"", ""NSGB__std"", ""NSGA__std"", ""WSTB__mean"", ""WSTB__slope"", ""WSTA__mean"", ""WSTA__slope""]","[""NSGB"", ""NSGA"", ""WSTB"", ""WSTA"", ""WFWB""]","[{""NSGB"": ""above_class_center""}, {""NSGA"": ""above_class_center""}, {""WSTB"": ""above_class_center""}, {""WSTA"": ""above_class_center""}, {""WFWB"": ""above_class_center""}]",0.9172575895783729,0.8879834682276021,0.08274241042162711,Calibrated probability and conformal membership summary.
LR_97,requires_review,turbine_and_load_transient,"[""turbine_and_load_transient""]",4.038915589867151,3.0417115477851966,True,"[""NSGB__mean"", ""NSGA__mean"", ""NSGB__slope"", ""NSGA__slope"", ""NSGB__std"", ""NSGA__std"", ""WSTB__mean"", ""WSTB__slope"", ""WSTA__mean"", ""WSTA__slope""]","[""NSGB"", ""NSGA"", ""WSTB"", ""WSTA"", ""RH""]","[{""NSGB"": ""above_class_center""}, {""NSGA"": ""above_class_center""}, {""WSTB"": ""above_class_center""}, {""WSTA"": ""above_class_center""}, {""RH"": ""below_class_center""}]",0.9172575895783729,0.8879834682276021,0.08274241042162711,Calibrated probability and conformal membership summary.
RI_-20,unknown,reactivity_and_control,[],30.456666026168143,3.0417115477851966,True,"[""WFWB__slope"", ""WSTB__mean"", ""WFWA__slope"", ""WSTB__slope"", ""RH__last"", ""RH__delta_t0"", ""WSTA__mean"", ""WSTA__slope"", ""QMGB__slope"", ""WFWB__mean""]","[""THB"", ""WFWB"", ""THA"", ""WRCB"", ""RRCB""]","[{""THB"": ""below_class_center""}, {""WFWB"": ""below_class_center""}, {""THA"": ""below_class_center""}, {""WRCB"": ""above_class_center""}, {""RRCB"": ""above_class_center""}]",0.852193936304334,0.7972254843413504,0.14780606369566596,No unique family is supported by the calibrated conformal threshold.
RI_-29,unknown,reactivity_and_control,[],7.1929134711459515,3.0417115477851966,True,"[""RH__std"", ""RRCA__delta_t0"", ""RRCA__last"", ""WRCA__delta_t0"", ""WRCA__last"", ""WRCA__std"", ""RRCA__std"", ""TFSB__delta_t0"", ""TFSB__last"", ""TFPK__last""]","[""WRCA"", ""RRCA"", ""RRCO"", ""TF"", ""TFPK""]","[{""WRCA"": ""above_class_center""}, {""RRCA"": ""above_class_center""}, {""RRCO"": ""above_class_center""}, {""TF"": ""below_class_center""}, {""TFPK"": ""below_class_center""}]",0.8670530884077341,0.8111261872540081,0.1329469115922659,No unique family is supported by the calibrated conformal threshold.
RI_-33,unknown,reactivity_and_control,[],18.334834646432014,3.0417115477851966,True,"[""RH__mean"", ""RH__slope"", ""RH__std"", ""RRCA__mean"", ""WRCA__mean"", ""RRCA__slope"", ""WRCA__slope"", ""PWNT__delta_t0"", ""PWNT__last"", ""RRCA__std""]","[""RH"", ""RRCA"", ""WRCA"", ""RRCO"", ""PWNT""]","[{""RH"": ""below_class_center""}, {""RRCA"": ""above_class_center""}, {""WRCA"": ""above_class_center""}, {""RRCO"": ""above_class_center""}, {""PWNT"": ""below_class_center""}]",0.8670530884077341,0.8111261872540081,0.1329469115922659,No unique family is supported by the calibrated conformal threshold.
RI_-34,unknown,reactivity_and_control,[],34.597294807956146,3.0417115477851966,True,"[""RH__mean"", ""RH__slope"", ""RH__std"", ""WRCA__mean"", ""RRCA__mean"", ""WRCA__slope"", ""RRCA__slope"", ""RRCA__std"", ""WRCA__std"", ""RRCA__delta_t0""]","[""RH"", ""WRCA"", ""RRCA"", ""RRCO"", ""PWNT""]","[{""RH"": ""below_class_center""}, {""WRCA"": ""above_class_center""}, {""RRCA"": ""above_class_center""}, {""RRCO"": ""above_class_center""}, {""PWNT"": ""below_class_center""}]",0.8670530884077341,0.8111261872540081,0.1329469115922659,No unique family is supported by the calibrated conformal threshold.
RI_-35,unknown,reactivity_and_control,[],51.0713103415585,3.0417115477851966,True,"[""RH__slope"", ""RH__mean"", ""RH__std"", ""WRCA__mean"", ""RRCA__mean"", ""WRCA__slope"", ""RRCA__slope"", ""RRCA__std"", ""WRCA__std"", ""RRCA__delta_t0""]","[""RH"", ""WRCA"", ""RRCA"", ""RRCO"", ""PWNT""]","[{""RH"": ""below_class_center""}, {""WRCA"": ""above_class_center""}, {""RRCA"": ""above_class_center""}, {""RRCO"": ""above_class_center""}, {""PWNT"": ""below_class_center""}]",0.8670530884077341,0.8111261872540081,0.1329469115922659,No unique family is supported by the calibrated conformal threshold.
RI_-4,unknown,reactivity_and_control,[],8.97283238001652,3.0417115477851966,True,"[""WRCB__delta_t0"", ""WRCB__last"", ""RRCB__delta_t0"", ""RRCB__last"", ""WRCB__std"", ""RRCB__std"", ""WRCB__slope"", ""RRCB__slope"", ""WRCB__mean"", ""RRCB__mean""]","[""WRCB"", ""RRCB"", ""RRCO"", ""WRCA"", ""RRCA""]","[{""WRCB"": ""below_class_center""}, {""RRCB"": ""below_class_center""}, {""RRCO"": ""below_class_center""}, {""WRCA"": ""below_class_center""}, {""RRCA"": ""below_class_center""}]",0.8645365982748412,0.8087720164724886,0.1354634017251588,No unique family is supported by the calibrated conformal threshold.
RI_-8,unknown,reactivity_and_control,[],13.064717691786871,3.0417115477851966,True,"[""NSGB__delta_t0"", ""NSGB__last"", ""NSGA__delta_t0"", ""NSGA__last"", ""RH__std"", ""PWR__last"", ""PWR__delta_t0"", ""QMWT__delta_t0"", ""QMWT__last"", ""TFPK__last""]","[""NSGB"", ""NSGA"", ""RH"", ""RRCO"", ""RRCA""]","[{""NSGB"": ""below_class_center""}, {""NSGA"": ""below_class_center""}, {""RH"": ""below_class_center""}, {""RRCO"": ""below_class_center""}, {""RRCA"": ""below_class_center""}]",0.8513431743788124,0.7964295984998311,0.14865682562118765,No unique family is supported by the calibrated conformal threshold.
SGATR_57,requires_review,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",5.495512079470521,3.0417115477851966,True,"[""NSGB__last"", ""NSGB__delta_t0"", ""NSGA__delta_t0"", ""NSGA__last"", ""LSGB__slope"", ""LSGB__delta_t0"", ""LSGB__last"", ""LSGB__mean"", ""LSGB__std"", ""NSGB__slope""]","[""NSGB"", ""LSGB"", ""NSGA"", ""LSGA"", ""VOL""]","[{""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""VOL"": ""above_class_center""}]",0.9304524979475844,0.9072061645066986,0.06954750205241556,Calibrated probability and conformal membership summary.
SGATR_67,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",2.8177552259790106,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGA__slope"", ""LSGB__slope"", ""LSGA__mean"", ""LSGA__std"", ""LSGA__delta_t0"", ""LSGA__last""]","[""NSGA"", ""NSGB"", ""LSGA"", ""LSGB"", ""LVPZ""]","[{""NSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGA"": ""above_class_center""}, {""LSGB"": ""below_class_center""}, {""LVPZ"": ""above_class_center""}]",0.9304524979475844,0.9072061645066986,0.06954750205241556,Calibrated probability and conformal membership summary.
SGATR_68,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",2.622458289579414,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGA__slope"", ""LSGA__mean"", ""LSGA__std"", ""LSGA__delta_t0"", ""LSGA__last"", ""LSGB__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""LVPZ""]","[{""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""LVPZ"": ""above_class_center""}]",0.9304524979475844,0.9072061645066986,0.06954750205241556,Calibrated probability and conformal membership summary.
SGATR_76,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",1.4831424909856443,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.9304524979475844,0.9072061645066986,0.06954750205241556,Calibrated probability and conformal membership summary.
SGATR_77,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",1.4036911049121632,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.9304524979475844,0.9072061645066986,0.06954750205241556,Calibrated probability and conformal membership summary.
SGATR_79,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",1.2847585558894177,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.9304524979475844,0.9072061645066986,0.06954750205241556,Calibrated probability and conformal membership summary.
SGATR_82,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",1.2761040961091374,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.9304524979475844,0.9072061645066986,0.06954750205241556,Calibrated probability and conformal membership summary.
SGATR_92,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",2.5115128999935106,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope"", ""NSGA__mean"", ""NSGA__std""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.9168844567025667,0.892838606424403,0.08311554329743331,Calibrated probability and conformal membership summary.
SGATR_97,requires_review,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",4.0973567433049976,3.0417115477851966,True,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope"", ""NSGA__mean"", ""NSGA__std""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""above_class_center""}, {""LSGA"": ""above_class_center""}, {""NSGB"": ""below_class_center""}, {""LSGB"": ""below_class_center""}, {""WFWA"": ""below_class_center""}]",0.9134436711311837,0.885735364878174,0.08655632886881626,Calibrated probability and conformal membership summary.
SGBTR_100,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",2.66020416161275,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""LSGB__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""VOL""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""VOL"": ""below_class_center""}]",0.9146205006359682,0.8885425151388571,0.08537949936403177,Calibrated probability and conformal membership summary.
SGBTR_109,requires_review,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",5.395476765845568,3.0417115477851966,True,"[""NSGA__delta_t0"", ""NSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""LSGB__slope"", ""LSGA__slope"", ""LSGB__delta_t0"", ""LSGB__last"", ""LSGB__mean"", ""LSGA__std""]","[""NSGA"", ""NSGB"", ""LSGB"", ""LSGA"", ""LVPZ""]","[{""NSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""LSGA"": ""below_class_center""}, {""LVPZ"": ""below_class_center""}]",0.8981225969006611,0.8572751510446097,0.1018774030993389,Calibrated probability and conformal membership summary.
SGBTR_57,unknown,steam_generator_tube_rupture,[],5.605362788805099,3.0417115477851966,True,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope"", ""NSGA__mean"", ""NSGA__std""]","[""NSGA"", ""LSGA"", ""LVPZ"", ""VOL"", ""P""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""P"": ""above_class_center""}]",0.8697052516360747,0.8256775020253982,0.1302947483639253,No unique family is supported by the calibrated conformal threshold.
SGBTR_59,requires_review,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",4.9556063151916625,3.0417115477851966,True,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope"", ""NSGA__mean"", ""NSGA__std""]","[""NSGA"", ""LSGA"", ""LVPZ"", ""VOL"", ""P""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""LVPZ"": ""above_class_center""}, {""VOL"": ""above_class_center""}, {""P"": ""above_class_center""}]",0.9272732217740574,0.9026981992046171,0.07272677822594265,Calibrated probability and conformal membership summary.
SGBTR_65,requires_review,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",3.254635134447958,3.0417115477851966,True,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope"", ""NSGA__mean"", ""NSGA__std""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""VOL""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""VOL"": ""above_class_center""}]",0.9282663891056722,0.9040269665749665,0.07173361089432784,Calibrated probability and conformal membership summary.
SGBTR_75,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",1.413356536515641,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGA__slope"", ""NSGA__mean"", ""NSGA__std""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9300951439709705,0.906473673908186,0.06990485602902952,Calibrated probability and conformal membership summary.
SGBTR_81,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",0.9505756640368637,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9300951439709705,0.906473673908186,0.06990485602902952,Calibrated probability and conformal membership summary.
SGBTR_83,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",0.8844823973874217,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9300951439709705,0.906473673908186,0.06990485602902952,Calibrated probability and conformal membership summary.
SGBTR_85,accepted,steam_generator_tube_rupture,"[""steam_generator_tube_rupture""]",0.8820545625473415,3.0417115477851966,False,"[""NSGA__delta_t0"", ""NSGA__last"", ""LSGA__slope"", ""LSGA__std"", ""LSGA__mean"", ""LSGA__delta_t0"", ""LSGA__last"", ""NSGB__last"", ""NSGB__delta_t0"", ""NSGA__slope""]","[""NSGA"", ""LSGA"", ""NSGB"", ""LSGB"", ""WFWA""]","[{""NSGA"": ""below_class_center""}, {""LSGA"": ""below_class_center""}, {""NSGB"": ""above_class_center""}, {""LSGB"": ""above_class_center""}, {""WFWA"": ""above_class_center""}]",0.9300951439709705,0.906473673908186,0.06990485602902952,Calibrated probability and conformal membership summary.
