sample_id,accident_class,split,window_s,first_protection_s,protection_time_known,strict_pre_protection,sample_count,first_sample_s,last_sample_s,sample_points_s
LOCAC_60,LOCAC,train,20,124.0,True,True,2,10.0,20.0,"10,20"
LOCAC_61,LOCAC,test,20,124.0,True,True,2,10.0,20.0,"10,20"
LOCAC_62,LOCAC,validation,20,123.5,True,True,2,10.0,20.0,"10,20"
LOCAC_63,LOCAC,train,20,123.5,True,True,2,10.0,20.0,"10,20"
LOCAC_64,LOCAC,train,20,123.0,True,True,2,10.0,20.0,"10,20"
LOCAC_65,LOCAC,train,20,123.0,True,True,2,10.0,20.0,"10,20"
LOCAC_66,LOCAC,train,20,122.5,True,True,2,10.0,20.0,"10,20"
LOCAC_67,LOCAC,train,20,122.5,True,True,2,10.0,20.0,"10,20"
LOCAC_68,LOCAC,train,20,122.0,True,True,2,10.0,20.0,"10,20"
LOCAC_69,LOCAC,train,20,122.0,True,True,2,10.0,20.0,"10,20"
LOCAC_7,LOCAC,train,20,294.0,True,True,2,10.0,20.0,"10,20"
LOCAC_70,LOCAC,train,20,122.0,True,True,2,10.0,20.0,"10,20"
LOCAC_71,LOCAC,test,20,121.5,True,True,2,10.0,20.0,"10,20"
LOCAC_72,LOCAC,validation,20,121.5,True,True,2,10.0,20.0,"10,20"
LOCAC_73,LOCAC,train,20,121.5,True,True,2,10.0,20.0,"10,20"
LOCAC_74,LOCAC,train,20,121.0,True,True,2,10.0,20.0,"10,20"
LOCAC_75,LOCAC,train,20,121.0,True,True,2,10.0,20.0,"10,20"
LOCAC_76,LOCAC,train,20,121.0,True,True,2,10.0,20.0,"10,20"
LOCAC_77,LOCAC,train,20,120.5,True,True,2,10.0,20.0,"10,20"
LOCAC_78,LOCAC,train,20,120.5,True,True,2,10.0,20.0,"10,20"
LOCAC_79,LOCAC,train,20,120.5,True,True,2,10.0,20.0,"10,20"
LOCAC_8,LOCAC,train,20,263.0,True,True,2,10.0,20.0,"10,20"
LOCAC_80,LOCAC,train,20,120.0,True,True,2,10.0,20.0,"10,20"
LOCAC_81,LOCAC,test,20,120.0,True,True,2,10.0,20.0,"10,20"
LOCAC_82,LOCAC,validation,20,120.0,True,True,2,10.0,20.0,"10,20"
LOCAC_83,LOCAC,train,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCAC_84,LOCAC,train,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCAC_85,LOCAC,train,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCAC_86,LOCAC,train,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCAC_87,LOCAC,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCAC_88,LOCAC,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCAC_89,LOCAC,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCAC_9,LOCAC,train,20,241.0,True,True,2,10.0,20.0,"10,20"
LOCAC_90,LOCAC,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCAC_91,LOCAC,test,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCAC_92,LOCAC,validation,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCAC_93,LOCAC,train,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCAC_94,LOCAC,train,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCAC_95,LOCAC,train,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCAC_96,LOCAC,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCAC_97,LOCAC,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCAC_98,LOCAC,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCAC_99,LOCAC,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCA_1,LOCA,test,20,2031.5,True,True,2,10.0,20.0,"10,20"
LOCA_10,LOCA,train,20,224.0,True,True,2,10.0,20.0,"10,20"
LOCA_100,LOCA,train,20,117.5,True,True,2,10.0,20.0,"10,20"
LOCA_11,LOCA,test,20,211.0,True,True,2,10.0,20.0,"10,20"
LOCA_12,LOCA,validation,20,200.5,True,True,2,10.0,20.0,"10,20"
LOCA_13,LOCA,train,20,192.0,True,True,2,10.0,20.0,"10,20"
LOCA_14,LOCA,train,20,185.0,True,True,2,10.0,20.0,"10,20"
LOCA_15,LOCA,train,20,179.0,True,True,2,10.0,20.0,"10,20"
LOCA_16,LOCA,train,20,174.0,True,True,2,10.0,20.0,"10,20"
LOCA_17,LOCA,train,20,169.5,True,True,2,10.0,20.0,"10,20"
LOCA_18,LOCA,train,20,166.0,True,True,2,10.0,20.0,"10,20"
LOCA_19,LOCA,train,20,162.5,True,True,2,10.0,20.0,"10,20"
LOCA_2,LOCA,validation,20,1094.5,True,True,2,10.0,20.0,"10,20"
LOCA_20,LOCA,train,20,159.5,True,True,2,10.0,20.0,"10,20"
LOCA_21,LOCA,test,20,156.5,True,True,2,10.0,20.0,"10,20"
LOCA_22,LOCA,validation,20,154.5,True,True,2,10.0,20.0,"10,20"
LOCA_23,LOCA,train,20,152.0,True,True,2,10.0,20.0,"10,20"
LOCA_24,LOCA,train,20,150.0,True,True,2,10.0,20.0,"10,20"
LOCA_25,LOCA,train,20,148.0,True,True,2,10.0,20.0,"10,20"
LOCA_26,LOCA,train,20,146.5,True,True,2,10.0,20.0,"10,20"
LOCA_27,LOCA,train,20,145.0,True,True,2,10.0,20.0,"10,20"
LOCA_28,LOCA,train,20,143.5,True,True,2,10.0,20.0,"10,20"
LOCA_29,LOCA,train,20,142.0,True,True,2,10.0,20.0,"10,20"
LOCA_3,LOCA,train,20,790.5,True,True,2,10.0,20.0,"10,20"
LOCA_30,LOCA,train,20,141.0,True,True,2,10.0,20.0,"10,20"
LOCA_31,LOCA,test,20,140.0,True,True,2,10.0,20.0,"10,20"
LOCA_32,LOCA,validation,20,139.0,True,True,2,10.0,20.0,"10,20"
LOCA_33,LOCA,train,20,138.0,True,True,2,10.0,20.0,"10,20"
LOCA_34,LOCA,train,20,137.0,True,True,2,10.0,20.0,"10,20"
LOCA_35,LOCA,train,20,136.0,True,True,2,10.0,20.0,"10,20"
LOCA_36,LOCA,train,20,135.0,True,True,2,10.0,20.0,"10,20"
LOCA_37,LOCA,train,20,134.5,True,True,2,10.0,20.0,"10,20"
LOCA_38,LOCA,train,20,133.5,True,True,2,10.0,20.0,"10,20"
LOCA_39,LOCA,train,20,133.0,True,True,2,10.0,20.0,"10,20"
LOCA_4,LOCA,train,20,569.0,True,True,2,10.0,20.0,"10,20"
LOCA_40,LOCA,train,20,132.5,True,True,2,10.0,20.0,"10,20"
LOCA_41,LOCA,test,20,131.5,True,True,2,10.0,20.0,"10,20"
LOCA_42,LOCA,validation,20,131.0,True,True,2,10.0,20.0,"10,20"
LOCA_43,LOCA,train,20,45.0,True,True,2,10.0,20.0,"10,20"
LOCA_44,LOCA,train,20,130.0,True,True,2,10.0,20.0,"10,20"
LOCA_45,LOCA,train,20,129.5,True,True,2,10.0,20.0,"10,20"
LOCA_46,LOCA,train,20,129.0,True,True,2,10.0,20.0,"10,20"
LOCA_47,LOCA,train,20,128.5,True,True,2,10.0,20.0,"10,20"
LOCA_48,LOCA,train,20,128.0,True,True,2,10.0,20.0,"10,20"
LOCA_49,LOCA,train,20,127.5,True,True,2,10.0,20.0,"10,20"
LOCA_5,LOCA,train,20,417.5,True,True,2,10.0,20.0,"10,20"
LOCA_50,LOCA,train,20,127.5,True,True,2,10.0,20.0,"10,20"
LOCA_51,LOCA,test,20,127.0,True,True,2,10.0,20.0,"10,20"
LOCA_52,LOCA,validation,20,126.5,True,True,2,10.0,20.0,"10,20"
LOCA_53,LOCA,train,20,126.0,True,True,2,10.0,20.0,"10,20"
LOCA_54,LOCA,train,20,126.0,True,True,2,10.0,20.0,"10,20"
LOCA_55,LOCA,train,20,125.5,True,True,2,10.0,20.0,"10,20"
LOCA_56,LOCA,train,20,125.0,True,True,2,10.0,20.0,"10,20"
LOCA_57,LOCA,train,20,125.0,True,True,2,10.0,20.0,"10,20"
LOCA_58,LOCA,train,20,124.5,True,True,2,10.0,20.0,"10,20"
LOCA_59,LOCA,train,20,124.0,True,True,2,10.0,20.0,"10,20"
LOCA_6,LOCA,train,20,340.0,True,True,2,10.0,20.0,"10,20"
LOCA_60,LOCA,train,20,124.0,True,True,2,10.0,20.0,"10,20"
LOCA_61,LOCA,test,20,123.5,True,True,2,10.0,20.0,"10,20"
LOCA_62,LOCA,validation,20,123.5,True,True,2,10.0,20.0,"10,20"
LOCA_63,LOCA,train,20,123.0,True,True,2,10.0,20.0,"10,20"
LOCA_64,LOCA,train,20,123.0,True,True,2,10.0,20.0,"10,20"
LOCA_65,LOCA,train,20,122.5,True,True,2,10.0,20.0,"10,20"
LOCA_66,LOCA,train,20,122.5,True,True,2,10.0,20.0,"10,20"
LOCA_67,LOCA,train,20,122.0,True,True,2,10.0,20.0,"10,20"
LOCA_68,LOCA,train,20,122.0,True,True,2,10.0,20.0,"10,20"
LOCA_69,LOCA,train,20,122.0,True,True,2,10.0,20.0,"10,20"
LOCA_7,LOCA,train,20,293.5,True,True,2,10.0,20.0,"10,20"
LOCA_70,LOCA,train,20,121.5,True,True,2,10.0,20.0,"10,20"
LOCA_71,LOCA,test,20,121.5,True,True,2,10.0,20.0,"10,20"
LOCA_72,LOCA,validation,20,121.0,True,True,2,10.0,20.0,"10,20"
LOCA_73,LOCA,train,20,121.0,True,True,2,10.0,20.0,"10,20"
LOCA_74,LOCA,train,20,121.0,True,True,2,10.0,20.0,"10,20"
LOCA_75,LOCA,train,20,120.5,True,True,2,10.0,20.0,"10,20"
LOCA_76,LOCA,train,20,120.5,True,True,2,10.0,20.0,"10,20"
LOCA_77,LOCA,train,20,120.5,True,True,2,10.0,20.0,"10,20"
LOCA_78,LOCA,train,20,120.0,True,True,2,10.0,20.0,"10,20"
LOCA_79,LOCA,train,20,120.0,True,True,2,10.0,20.0,"10,20"
LOCA_8,LOCA,train,20,262.5,True,True,2,10.0,20.0,"10,20"
LOCA_80,LOCA,train,20,120.0,True,True,2,10.0,20.0,"10,20"
LOCA_81,LOCA,test,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCA_82,LOCA,validation,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCA_83,LOCA,train,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCA_84,LOCA,train,20,119.5,True,True,2,10.0,20.0,"10,20"
LOCA_85,LOCA,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCA_86,LOCA,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCA_87,LOCA,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCA_88,LOCA,train,20,119.0,True,True,2,10.0,20.0,"10,20"
LOCA_89,LOCA,train,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCA_9,LOCA,train,20,240.5,True,True,2,10.0,20.0,"10,20"
LOCA_90,LOCA,train,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCA_91,LOCA,test,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCA_92,LOCA,validation,20,118.5,True,True,2,10.0,20.0,"10,20"
LOCA_93,LOCA,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCA_94,LOCA,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCA_95,LOCA,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCA_96,LOCA,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCA_97,LOCA,train,20,118.0,True,True,2,10.0,20.0,"10,20"
LOCA_98,LOCA,train,20,117.5,True,True,2,10.0,20.0,"10,20"
LOCA_99,LOCA,train,20,117.5,True,True,2,10.0,20.0,"10,20"
LR_1,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_10,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_11,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_12,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_13,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_14,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_15,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_16,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_17,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_18,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_19,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_2,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_20,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_21,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_22,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_23,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_24,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_25,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_26,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_27,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_28,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_29,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_3,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_30,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_31,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_32,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_33,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_34,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_35,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_36,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_37,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_38,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_39,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_4,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_40,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_41,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_42,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_43,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_44,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_45,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_46,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_47,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_48,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_49,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_5,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_50,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_51,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_52,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_53,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_54,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_55,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_56,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_57,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_58,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_59,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_6,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_60,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_61,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_62,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_63,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_64,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_65,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_66,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_67,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_68,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_69,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_7,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_70,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_71,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_72,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_73,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_74,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_75,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_76,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_77,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_78,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_79,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_8,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_80,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_81,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_82,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_83,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_84,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_85,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_86,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_87,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_88,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_89,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_9,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_90,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_91,LR,test,20,,False,False,2,10.0,20.0,"10,20"
LR_92,LR,validation,20,,False,False,2,10.0,20.0,"10,20"
LR_93,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_94,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_95,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_96,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_97,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_98,LR,train,20,,False,False,2,10.0,20.0,"10,20"
LR_99,LR,train,20,,False,False,2,10.0,20.0,"10,20"
MD_1,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_10,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_100,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_11,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_12,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_13,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_14,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_15,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_16,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_17,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_18,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_19,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_2,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_20,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_21,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_22,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_23,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_24,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_25,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_26,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_27,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_28,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_29,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_3,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_30,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_31,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_32,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_33,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_34,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_35,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_36,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_37,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_38,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_39,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_4,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_40,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_41,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_42,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_43,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_44,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_45,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_46,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_47,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_48,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_49,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_5,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_50,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_51,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_52,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_53,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_54,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_55,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_56,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_57,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_58,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_59,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_6,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_60,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_61,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_62,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_63,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_64,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_65,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_66,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_67,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_68,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_69,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_7,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_70,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_71,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_72,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_73,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_74,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_75,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_76,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_77,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_78,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_79,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_8,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_80,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_81,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_82,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_83,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_84,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_85,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_86,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_87,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_88,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_89,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_9,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_90,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_91,MD,test,20,,False,False,2,10.0,20.0,"10,20"
MD_92,MD,validation,20,,False,False,2,10.0,20.0,"10,20"
MD_93,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_94,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_95,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_96,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_97,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_98,MD,train,20,,False,False,2,10.0,20.0,"10,20"
MD_99,MD,train,20,,False,False,2,10.0,20.0,"10,20"
RI_-1,RI,train,20,528.0,True,True,2,10.0,20.0,"10,20"
RI_-10,RI,test,20,609.5,True,True,2,10.0,20.0,"10,20"
RI_-100,RI,test,20,,False,False,2,10.0,20.0,"10,20"
RI_-11,RI,train,20,677.0,True,True,2,10.0,20.0,"10,20"
RI_-12,RI,train,20,686.5,True,True,2,10.0,20.0,"10,20"
RI_-13,RI,train,20,768.5,True,True,2,10.0,20.0,"10,20"
RI_-14,RI,train,20,883.5,True,True,2,10.0,20.0,"10,20"
RI_-15,RI,train,20,916.0,True,True,2,10.0,20.0,"10,20"
RI_-16,RI,train,20,1047.5,True,True,2,10.0,20.0,"10,20"
RI_-17,RI,train,20,1229.5,True,True,2,10.0,20.0,"10,20"
RI_-18,RI,train,20,1239.5,True,True,2,10.0,20.0,"10,20"
RI_-19,RI,validation,20,1429.0,True,True,2,10.0,20.0,"10,20"
RI_-2,RI,train,20,592.5,True,True,2,10.0,20.0,"10,20"
RI_-20,RI,test,20,1679.5,True,True,2,10.0,20.0,"10,20"
RI_-21,RI,train,20,1720.5,True,True,2,10.0,20.0,"10,20"
RI_-22,RI,train,20,2253.5,True,True,2,10.0,20.0,"10,20"
RI_-23,RI,train,20,2811.0,True,True,2,10.0,20.0,"10,20"
RI_-24,RI,train,20,,False,False,2,10.0,20.0,"10,20"
RI_-25,RI,train,20,,False,False,2,10.0,20.0,"10,20"
RI_-26,RI,train,20,,False,False,2,10.0,20.0,"10,20"
RI_-27,RI,train,20,,False,False,2,10.0,20.0,"10,20"
RI_-28,RI,train,20,,False,False,2,10.0,20.0,"10,20"
RI_-29,RI,validation,20,,False,False,2,10.0,20.0,"10,20"
RI_-3,RI,train,20,637.5,True,True,2,10.0,20.0,"10,20"
RI_-30,RI,test,20,,False,False,2,10.0,20.0,"10,20"
RI_-31,RI,train,20,124.0,True,True,2,10.0,20.0,"10,20"
RI_-32,RI,train,20,123.0,True,True,2,10.0,20.0,"10,20"
RI_-33,RI,train,20,122.0,True,True,2,10.0,20.0,"10,20"
RI_-34,RI,train,20,121.0,True,True,2,10.0,20.0,"10,20"
RI_-35,RI,train,20,120.5,True,True,2,10.0,20.0,"10,20"
RI_-36,RI,train,20,120.0,True,True,2,10.0,20.0,"10,20"
RI_-37,RI,train,20,120.0,True,True,2,10.0,20.0,"10,20"
RI_-38,RI,train,20,119.5,True,True,2,10.0,20.0,"10,20"
RI_-39,RI,validation,20,119.0,True,True,2,10.0,20.0,"10,20"
RI_-4,RI,train,20,680.5,True,True,2,10.0,20.0,"10,20"
RI_-40,RI,test,20,119.0,True,True,2,10.0,20.0,"10,20"
RI_-41,RI,train,20,118.5,True,True,2,10.0,20.0,"10,20"
RI_-42,RI,train,20,118.5,True,True,2,10.0,20.0,"10,20"
RI_-43,RI,train,20,118.5,True,True,2,10.0,20.0,"10,20"
RI_-44,RI,train,20,118.0,True,True,2,10.0,20.0,"10,20"
RI_-45,RI,train,20,118.0,True,True,2,10.0,20.0,"10,20"
